bet_num,matchup,pick,probability,ev,bet_size,won,profit,bankroll
316,ATL @ PHI,ATL,0.65,0.30000000000000004,416.5641041293394,True,416.5641041293394,5970.752159187197
317,DEN @ SAC,DEN,0.5239999999999999,0.04799999999999982,71.6490259102461,False,-71.6490259102461,5899.103133276952
318,NOP @ LAL,NOP,0.554,0.1080000000000001,159.27578459847783,False,-159.27578459847783,5739.827348678474
319,CLE @ TOR,CLE,0.65,0.30000000000000004,430.4870511508856,True,430.4870511508856,6170.314399829359
320,PHI @ WAS,PHI,0.5640000000000001,0.1280000000000001,197.45006079453967,True,197.45006079453967,6367.764460623898
321,NOP @ POR,NOP,0.628,0.256,407.5369254799295,True,407.5369254799295,6775.301386103828
322,SAC @ OKC,SAC,0.524,0.04800000000000004,81.30361663324601,False,-81.30361663324601,6693.997769470582
323,BOS @ MIA,BOS,0.6019999999999999,0.20399999999999974,341.39388624299926,True,341.39388624299926,7035.391655713582
324,IND @ CHA,IND,0.65,0.30000000000000004,527.6543741785187,False,-527.6543741785187,6507.737281535063
325,GSW @ UTA,GSW,0.64,0.28,455.5416097074544,True,455.5416097074544,6963.278891242517
326,NOP @ MEM,NOP,0.65,0.30000000000000004,522.2459168431889,True,522.2459168431889,7485.524808085705
327,OKC @ ORL,OKC,0.532,0.06400000000000006,119.76839692937139,True,119.76839692937139,7605.293205015077
328,MIN @ POR,MIN,0.65,0.30000000000000004,570.3969903761308,True,570.3969903761308,8175.690195391207
329,BOS @ BKN,BOS,0.65,0.30000000000000004,613.1767646543407,True,613.1767646543407,8788.866960045549
330,MIA @ MIL,MIA,0.5239999999999999,0.04799999999999982,105.4664035205462,True,105.4664035205462,8894.333363566095
331,ATL @ CHA,ATL,0.65,0.30000000000000004,667.0750022674572,False,-667.0750022674572,8227.258361298638
332,LAL @ UTA,LAL,0.6180000000000001,0.2360000000000002,485.4082433166201,True,485.4082433166201,8712.666604615259
333,IND @ TOR,IND,0.6479999999999999,0.2959999999999998,644.7373287415287,True,644.7373287415287,9357.403933356787
334,HOU @ MEM,HOU,0.598,0.19599999999999995,458.51279273448245,False,-458.51279273448245,8898.891140622305
335,GSW @ UTA,GSW,0.65,0.30000000000000004,667.4168355466729,True,667.4168355466729,9566.307976168979
336,MIN @ POR,MIN,0.65,0.30000000000000004,717.4730982126736,True,717.4730982126736,10283.781074381652
