game_id,game_date,season,home_team,away_team,home_pts,away_pts,home_won,home_runs_l10,away_runs_l10
777005,2025-07-25,2025,St. Louis Cardinals,San Diego Padres,3,0,1,4.2,4.1
777012,2025-07-25,2025,Boston Red Sox,Los Angeles Dodgers,2,5,0,3.3,4.4
777013,2025-07-25,2025,Cincinnati Reds,Tampa Bay Rays,7,2,1,4.5,4.2
777015,2025-07-25,2025,New York Yankees,Philadelphia Phillies,5,12,0,4.9,5.2
777020,2025-07-25,2025,Baltimore Orioles,Colorado Rockies,5,6,0,2.9,4.3
777014,2025-07-25,2025,Pittsburgh Pirates,Arizona Diamondbacks,0,1,0,3.4,4.7
777008,2025-07-25,2025,Milwaukee Brewers,Miami Marlins,1,5,0,5.7,4.2
777016,2025-07-25,2025,Detroit Tigers,Toronto Blue Jays,2,6,0,2.7,5.8
776997,2025-07-26,2025,Minnesota Twins,Washington Nationals,3,9,0,4.8,3.2
776995,2025-07-26,2025,Los Angeles Angels,Seattle Mariners,2,7,0,4.5,4.8
776992,2025-07-26,2025,St. Louis Cardinals,San Diego Padres,1,3,0,4.0,3.7
776998,2025-07-26,2025,Boston Red Sox,Los Angeles Dodgers,4,2,1,3.1,4.7
776996,2025-07-26,2025,Milwaukee Brewers,Miami Marlins,4,7,0,5.5,4.7
776994,2025-07-26,2025,Chicago White Sox,Chicago Cubs,1,6,0,7.0,3.9
776991,2025-07-26,2025,Houston Astros,Athletics,1,5,0,4.2,5.1
776985,2025-07-26,2025,San Francisco Giants,New York Mets,1,2,0,4.4,4.6
776999,2025-07-26,2025,Baltimore Orioles,Colorado Rockies,18,0,1,2.9,4.7
777000,2025-07-26,2025,Cincinnati Reds,Tampa Bay Rays,6,2,1,4.6,4.1
777002,2025-07-26,2025,Pittsburgh Pirates,Arizona Diamondbacks,2,0,1,3.1,4.5
777003,2025-07-26,2025,Detroit Tigers,Toronto Blue Jays,1,6,0,2.6,5.7
776990,2025-07-26,2025,Kansas City Royals,Cleveland Guardians,4,6,0,4.6,5.6
777010,2025-07-26,2025,Kansas City Royals,Cleveland Guardians,5,3,1,4.6,5.8
777001,2025-07-26,2025,New York Yankees,Philadelphia Phillies,4,9,0,4.8,5.1
776993,2025-07-26,2025,Texas Rangers,Atlanta Braves,6,5,1,4.6,5.0
776974,2025-07-27,2025,San Francisco Giants,New York Mets,3,5,0,3.7,4.0
776989,2025-07-27,2025,Chicago White Sox,Chicago Cubs,4,5,0,6.9,4.5
776977,2025-07-27,2025,Los Angeles Angels,Seattle Mariners,4,1,1,3.7,4.0
776981,2025-07-27,2025,Texas Rangers,Atlanta Braves,8,1,1,4.5,4.9
776980,2025-07-27,2025,St. Louis Cardinals,San Diego Padres,2,9,0,3.5,3.5
776978,2025-07-27,2025,Milwaukee Brewers,Miami Marlins,3,2,1,5.1,5.2
776979,2025-07-27,2025,Minnesota Twins,Washington Nationals,2,7,0,4.9,3.8
776986,2025-07-27,2025,Baltimore Orioles,Colorado Rockies,5,1,1,4.7,4.4
776975,2025-07-27,2025,Kansas City Royals,Cleveland Guardians,4,1,1,4.8,5.5
776987,2025-07-27,2025,Detroit Tigers,Toronto Blue Jays,10,4,1,2.0,6.0
776982,2025-07-27,2025,Cincinnati Reds,Tampa Bay Rays,2,1,1,5.0,3.9
776988,2025-07-27,2025,New York Yankees,Philadelphia Phillies,4,3,1,4.1,5.8
776984,2025-07-27,2025,Pittsburgh Pirates,Arizona Diamondbacks,6,0,1,3.2,4.0
776983,2025-07-27,2025,Boston Red Sox,Los Angeles Dodgers,4,3,1,3.0,4.2
776976,2025-07-27,2025,Houston Astros,Athletics,1,7,0,3.8,5.2
776957,2025-07-28,2025,Athletics,Seattle Mariners,1,3,0,5.3,3.3
776964,2025-07-28,2025,San Francisco Giants,Pittsburgh Pirates,5,6,0,3.9,3.4
776959,2025-07-28,2025,San Diego Padres,New York Mets,7,6,1,4.3,4.2
776958,2025-07-28,2025,Los Angeles Angels,Texas Rangers,6,4,1,4.0,4.9
776969,2025-07-28,2025,Houston Astros,Washington Nationals,1,2,0,3.8,4.0
776960,2025-07-28,2025,St. Louis Cardinals,Miami Marlins,7,1,1,3.2,4.8
776965,2025-07-28,2025,Milwaukee Brewers,Chicago Cubs,8,4,1,4.8,4.5
776972,2025-07-28,2025,Chicago White Sox,Philadelphia Phillies,6,2,1,7.1,5.7
776971,2025-07-28,2025,Kansas City Royals,Atlanta Braves,7,10,0,5.1,4.3
776961,2025-07-28,2025,Minnesota Twins,Boston Red Sox,5,4,1,3.9,3.3
776967,2025-07-28,2025,Cincinnati Reds,Los Angeles Dodgers,2,5,0,4.8,4.3
776970,2025-07-28,2025,New York Yankees,Tampa Bay Rays,2,4,0,4.3,4.0
776973,2025-07-28,2025,Detroit Tigers,Arizona Diamondbacks,5,1,1,2.6,3.5
776968,2025-07-28,2025,Cleveland Guardians,Colorado Rockies,6,8,0,5.0,4.2
776966,2025-07-28,2025,Baltimore Orioles,Toronto Blue Jays,11,4,1,5.1,6.1
776944,2025-07-29,2025,Athletics,Seattle Mariners,6,1,1,4.8,3.0
776943,2025-07-29,2025,San Francisco Giants,Pittsburgh Pirates,1,3,0,4.2,3.8
776947,2025-07-29,2025,San Diego Padres,New York Mets,7,1,1,4.3,4.6
776945,2025-07-29,2025,Los Angeles Angels,Texas Rangers,8,5,1,4.0,4.8
776950,2025-07-29,2025,Houston Astros,Washington Nationals,7,4,1,3.8,4.1
776946,2025-07-29,2025,St. Louis Cardinals,Miami Marlins,0,5,0,3.6,3.8
776952,2025-07-29,2025,Chicago White Sox,Philadelphia Phillies,3,6,0,7.2,5.7
776956,2025-07-29,2025,Milwaukee Brewers,Chicago Cubs,9,3,1,4.8,4.5
776954,2025-07-29,2025,Minnesota Twins,Boston Red Sox,5,8,0,4.3,3.3
776963,2025-07-29,2025,Cincinnati Reds,Los Angeles Dodgers,4,5,0,4.6,4.3
776949,2025-07-29,2025,New York Yankees,Tampa Bay Rays,7,5,1,4.4,4.3
776953,2025-07-29,2025,Detroit Tigers,Arizona Diamondbacks,12,2,1,3.1,3.1
776951,2025-07-29,2025,Cleveland Guardians,Colorado Rockies,10,4,1,4.8,4.8
776962,2025-07-29,2025,Baltimore Orioles,Toronto Blue Jays,3,2,1,6.1,6.1
778372,2025-07-29,2025,Baltimore Orioles,Toronto Blue Jays,16,4,1,6.1,5.7
776955,2025-07-29,2025,Kansas City Royals,Atlanta Braves,9,6,1,5.5,4.9
776930,2025-07-30,2025,Athletics,Seattle Mariners,5,4,1,4.6,2.4
776932,2025-07-30,2025,Los Angeles Angels,Texas Rangers,3,6,0,4.3,5.1
776934,2025-07-30,2025,St. Louis Cardinals,Miami Marlins,0,2,0,3.5,3.5
776941,2025-07-30,2025,Cincinnati Reds,Los Angeles Dodgers,5,2,1,4.2,4.8
776938,2025-07-30,2025,New York Yankees,Tampa Bay Rays,5,4,1,4.8,3.7
776942,2025-07-30,2025,Cleveland Guardians,Colorado Rockies,5,0,1,5.6,4.6
776933,2025-07-30,2025,San Francisco Giants,Pittsburgh Pirates,1,2,0,4.3,4.0
776931,2025-07-30,2025,San Diego Padres,New York Mets,5,0,1,4.8,4.3
776939,2025-07-30,2025,Chicago White Sox,Philadelphia Phillies,9,3,1,6.5,5.8
776936,2025-07-30,2025,Kansas City Royals,Atlanta Braves,1,0,1,5.7,4.8
776937,2025-07-30,2025,Houston Astros,Washington Nationals,9,1,1,3.9,4.3
776935,2025-07-30,2025,Minnesota Twins,Boston Red Sox,1,13,0,4.4,4.0
776940,2025-07-30,2025,Detroit Tigers,Arizona Diamondbacks,7,2,1,4.2,2.6
776948,2025-07-30,2025,Baltimore Orioles,Toronto Blue Jays,8,9,0,7.2,5.3
776929,2025-07-30,2025,Milwaukee Brewers,Chicago Cubs,3,10,0,5.5,4.4
776923,2025-07-31,2025,Seattle Mariners,Texas Rangers,6,0,1,2.5,5.3
776928,2025-07-31,2025,Cincinnati Reds,Atlanta Braves,11,12,0,4.2,3.9
776927,2025-07-31,2025,New York Yankees,Tampa Bay Rays,7,4,1,4.1,3.7
776925,2025-08-01,2025,Miami Marlins,New York Yankees,13,12,1,3.4,4.4
776908,2025-08-01,2025,Seattle Mariners,Texas Rangers,4,3,1,3.1,5.2
776914,2025-08-01,2025,Athletics,Arizona Diamondbacks,5,1,1,4.9,1.8
776906,2025-08-01,2025,San Diego Padres,St. Louis Cardinals,4,1,1,4.5,3.2
776919,2025-08-01,2025,Colorado Rockies,Pittsburgh Pirates,17,16,1,3.6,3.8
776918,2025-08-01,2025,Tampa Bay Rays,Los Angeles Dodgers,0,5,0,3.8,4.3
776924,2025-08-01,2025,Cleveland Guardians,Minnesota Twins,3,2,1,5.3,3.9
776916,2025-08-01,2025,Los Angeles Angels,Chicago White Sox,3,6,0,3.8,6.4
776922,2025-08-01,2025,Boston Red Sox,Houston Astros,2,1,1,5.3,3.7
776920,2025-08-01,2025,Toronto Blue Jays,Kansas City Royals,3,9,0,5.8,5.7
776917,2025-08-01,2025,Washington Nationals,Milwaukee Brewers,9,16,0,4.0,5.0
776926,2025-08-01,2025,New York Mets,San Francisco Giants,3,4,0,4.1,4.1
776913,2025-08-01,2025,Philadelphia Phillies,Detroit Tigers,5,4,1,5.2,4.7
776915,2025-08-01,2025,Chicago Cubs,Baltimore Orioles,1,0,1,4.8,7.5
776921,2025-08-01,2025,Cincinnati Reds,Atlanta Braves,3,2,1,5.1,4.9
776896,2025-08-02,2025,San Diego Padres,St. Louis Cardinals,5,8,0,4.7,2.7
776898,2025-08-02,2025,Los Angeles Angels,Chicago White Sox,0,1,0,3.6,6.3
776899,2025-08-02,2025,Athletics,Arizona Diamondbacks,2,7,0,5.2,1.4
776907,2025-08-02,2025,Cincinnati Reds,Atlanta Braves,2,4,0,4.6,4.2
776910,2025-08-02,2025,Miami Marlins,New York Yankees,2,0,1,4.3,5.5
776905,2025-08-02,2025,Cleveland Guardians,Minnesota Twins,5,4,1,4.6,3.4
776897,2025-08-02,2025,Seattle Mariners,Texas Rangers,4,6,0,3.4,4.8
776911,2025-08-02,2025,New York Mets,San Francisco Giants,12,6,1,4.1,3.9
776909,2025-08-02,2025,Boston Red Sox,Houston Astros,7,3,1,4.9,3.2
776903,2025-08-02,2025,Washington Nationals,Milwaukee Brewers,2,8,0,4.8,6.0
776912,2025-08-02,2025,Philadelphia Phillies,Detroit Tigers,5,7,0,5.5,5.1
776904,2025-08-02,2025,Colorado Rockies,Pittsburgh Pirates,8,5,1,5.2,5.2
776900,2025-08-02,2025,Toronto Blue Jays,Kansas City Royals,4,2,1,5.7,5.9
776902,2025-08-02,2025,Chicago Cubs,Baltimore Orioles,3,4,0,4.8,7.2
776901,2025-08-02,2025,Tampa Bay Rays,Los Angeles Dodgers,4,0,1,3.5,4.3
776890,2025-08-03,2025,Philadelphia Phillies,Detroit Tigers,2,0,1,5.7,5.3
776884,2025-08-03,2025,San Diego Padres,St. Louis Cardinals,7,3,1,4.9,3.1
776885,2025-08-03,2025,Los Angeles Angels,Chicago White Sox,8,5,1,3.4,5.6
776881,2025-08-03,2025,Athletics,Arizona Diamondbacks,4,6,0,5.2,1.8
776886,2025-08-03,2025,Colorado Rockies,Pittsburgh Pirates,5,9,0,5.8,5.4
776888,2025-08-03,2025,Chicago Cubs,Baltimore Orioles,5,3,1,4.7,7.4
776891,2025-08-03,2025,Miami Marlins,New York Yankees,7,3,1,4.4,5.0
776883,2025-08-03,2025,Seattle Mariners,Texas Rangers,5,4,1,3.6,4.8
776887,2025-08-03,2025,New York Mets,San Francisco Giants,4,12,0,4.6,4.0
776893,2025-08-03,2025,Toronto Blue Jays,Kansas City Royals,4,7,0,5.3,4.9
776894,2025-08-03,2025,Washington Nationals,Milwaukee Brewers,3,14,0,4.0,6.2
776907,2025-08-03,2025,Cincinnati Reds,Atlanta Braves,2,4,0,4.7,4.6
776889,2025-08-03,2025,Tampa Bay Rays,Los Angeles Dodgers,0,3,0,3.5,3.8
776895,2025-08-03,2025,Boston Red Sox,Houston Astros,6,1,1,5.4,3.2
776892,2025-08-03,2025,Cleveland Guardians,Minnesota Twins,4,5,0,4.5,3.6
776870,2025-08-04,2025,Los Angeles Dodgers,St. Louis Cardinals,2,3,0,3.4,3.4
776873,2025-08-04,2025,Arizona Diamondbacks,San Diego Padres,6,2,1,2.3,5.4
776867,2025-08-04,2025,Los Angeles Angels,Tampa Bay Rays,5,1,1,3.9,2.6
776872,2025-08-04,2025,Colorado Rockies,Toronto Blue Jays,1,15,0,5.5,4.6
776871,2025-08-04,2025,Texas Rangers,New York Yankees,8,5,1,5.0,4.9
776878,2025-08-04,2025,Chicago Cubs,Cincinnati Reds,2,3,0,4.6,4.4
776882,2025-08-04,2025,Atlanta Braves,Milwaukee Brewers,1,3,0,4.7,7.6
776876,2025-08-04,2025,New York Mets,Cleveland Guardians,6,7,0,4.7,4.6
776880,2025-08-04,2025,Boston Red Sox,Kansas City Royals,8,5,1,5.9,5.6
776877,2025-08-04,2025,Philadelphia Phillies,Baltimore Orioles,13,3,1,5.5,7.3
776875,2025-08-04,2025,Miami Marlins,Houston Astros,2,8,0,4.7,2.9
776874,2025-08-04,2025,Detroit Tigers,Minnesota Twins,6,3,1,5.2,3.1
776879,2025-08-04,2025,Pittsburgh Pirates,San Francisco Giants,5,4,1,5.5,4.3
776858,2025-08-05,2025,Los Angeles Dodgers,St. Louis Cardinals,12,6,1,3.2,2.8
776857,2025-08-05,2025,Seattle Mariners,Chicago White Sox,8,3,1,3.7,5.8
776852,2025-08-05,2025,Arizona Diamondbacks,San Diego Padres,5,10,0,2.6,4.9
776848,2025-08-05,2025,Los Angeles Angels,Tampa Bay Rays,3,7,0,4.2,2.5
776854,2025-08-05,2025,Colorado Rockies,Toronto Blue Jays,4,10,0,5.0,5.5
776855,2025-08-05,2025,Texas Rangers,New York Yankees,2,0,1,5.0,4.9
776860,2025-08-05,2025,Chicago Cubs,Cincinnati Reds,1,5,0,4.4,4.0
776866,2025-08-05,2025,Pittsburgh Pirates,San Francisco Giants,1,8,0,5.4,3.8
776863,2025-08-05,2025,New York Mets,Cleveland Guardians,2,3,0,4.7,5.0
776864,2025-08-05,2025,Boston Red Sox,Kansas City Royals,6,2,1,5.8,5.3
776868,2025-08-05,2025,Philadelphia Phillies,Baltimore Orioles,5,0,1,6.0,7.1
776865,2025-08-05,2025,Washington Nationals,Athletics,7,16,0,3.7,5.5
776862,2025-08-05,2025,Miami Marlins,Houston Astros,3,7,0,4.6,3.5
776861,2025-08-05,2025,Detroit Tigers,Minnesota Twins,3,6,0,5.4,3.1
776869,2025-08-05,2025,Atlanta Braves,Milwaukee Brewers,2,7,0,4.5,6.9
776839,2025-08-06,2025,Los Angeles Dodgers,St. Louis Cardinals,3,5,0,3.9,3.1
776838,2025-08-06,2025,Arizona Diamondbacks,San Diego Padres,2,3,0,3.0,5.9
776853,2025-08-06,2025,Atlanta Braves,Milwaukee Brewers,4,5,0,4.2,7.5
776856,2025-08-06,2025,Boston Red Sox,Kansas City Royals,3,7,0,6.2,5.1
776850,2025-08-06,2025,Washington Nationals,Athletics,2,1,1,4.4,6.6
776849,2025-08-06,2025,Miami Marlins,Houston Astros,6,4,1,4.4,3.9
776843,2025-08-06,2025,Los Angeles Angels,Tampa Bay Rays,4,5,0,4.2,3.0
776841,2025-08-06,2025,Seattle Mariners,Chicago White Sox,8,6,1,4.3,5.0
776845,2025-08-06,2025,Texas Rangers,New York Yankees,2,3,0,4.6,4.5
776844,2025-08-06,2025,Pittsburgh Pirates,San Francisco Giants,2,4,0,5.5,4.5
776851,2025-08-06,2025,Philadelphia Phillies,Baltimore Orioles,1,5,0,5.3,5.3
776836,2025-08-06,2025,Colorado Rockies,Toronto Blue Jays,1,20,0,4.8,5.9
776859,2025-08-06,2025,Detroit Tigers,Minnesota Twins,4,9,0,5.5,3.6
776847,2025-08-06,2025,Chicago Cubs,Cincinnati Reds,6,1,1,4.0,3.9
776846,2025-08-06,2025,New York Mets,Cleveland Guardians,1,4,0,4.1,4.7
776837,2025-08-07,2025,Washington Nationals,Athletics,0,6,0,4.6,5.2
776830,2025-08-07,2025,Seattle Mariners,Chicago White Sox,4,3,1,4.4,4.4
776840,2025-08-07,2025,Pittsburgh Pirates,Cincinnati Reds,7,0,1,5.5,3.8
776842,2025-08-07,2025,Atlanta Braves,Miami Marlins,8,6,1,4.5,4.3
776822,2025-08-08,2025,San Francisco Giants,Washington Nationals,5,0,1,4.8,3.7
776823,2025-08-08,2025,Los Angeles Dodgers,Toronto Blue Jays,5,1,1,4.0,7.5
776824,2025-08-08,2025,Seattle Mariners,Tampa Bay Rays,3,2,1,4.7,3.4
776820,2025-08-08,2025,San Diego Padres,Boston Red Sox,2,10,0,5.9,6.1
776825,2025-08-08,2025,Arizona Diamondbacks,Colorado Rockies,6,1,1,3.2,4.9
776826,2025-08-08,2025,St. Louis Cardinals,Chicago Cubs,5,0,1,3.5,4.0
776828,2025-08-08,2025,Milwaukee Brewers,New York Mets,3,2,1,7.6,4.0
776827,2025-08-08,2025,Minnesota Twins,Kansas City Royals,9,4,1,4.2,5.3
776821,2025-08-08,2025,Texas Rangers,Philadelphia Phillies,1,9,0,4.0,4.5
776833,2025-08-08,2025,Chicago White Sox,Cleveland Guardians,5,9,0,4.6,4.8
776834,2025-08-08,2025,Atlanta Braves,Miami Marlins,1,5,0,4.3,4.7
776832,2025-08-08,2025,Detroit Tigers,Los Angeles Angels,6,5,1,5.8,4.4
776835,2025-08-08,2025,New York Yankees,Houston Astros,3,5,0,4.4,4.2
776831,2025-08-08,2025,Baltimore Orioles,Athletics,3,2,1,5.3,5.3
776829,2025-08-08,2025,Pittsburgh Pirates,Cincinnati Reds,3,2,1,5.6,3.6
776808,2025-08-09,2025,Los Angeles Dodgers,Toronto Blue Jays,9,1,1,4.2,7.2
776805,2025-08-09,2025,Seattle Mariners,Tampa Bay Rays,7,4,1,4.7,3.2
776809,2025-08-09,2025,Arizona Diamondbacks,Colorado Rockies,6,5,1,3.8,4.9
776818,2025-08-09,2025,St. Louis Cardinals,Chicago Cubs,1,9,0,3.8,3.5
776817,2025-08-09,2025,Milwaukee Brewers,New York Mets,7,4,1,7.6,3.7
776814,2025-08-09,2025,Chicago White Sox,Cleveland Guardians,1,3,0,4.7,5.6
776816,2025-08-09,2025,Minnesota Twins,Kansas City Royals,0,2,0,4.9,5.3
776807,2025-08-09,2025,San Diego Padres,Boston Red Sox,5,4,1,5.2,6.7
776812,2025-08-09,2025,Pittsburgh Pirates,Cincinnati Reds,1,2,0,5.3,3.4
776811,2025-08-09,2025,Baltimore Orioles,Athletics,3,11,0,4.5,4.8
778431,2025-08-09,2025,Atlanta Braves,Miami Marlins,7,1,1,3.8,5.1
776819,2025-08-09,2025,Atlanta Braves,Miami Marlins,8,6,1,4.5,4.7
776810,2025-08-09,2025,Texas Rangers,Philadelphia Phillies,2,3,0,3.7,5.1
776802,2025-08-09,2025,San Francisco Giants,Washington Nationals,2,4,0,5.0,3.0
776815,2025-08-09,2025,New York Yankees,Houston Astros,5,4,1,4.5,4.6
776813,2025-08-09,2025,Detroit Tigers,Los Angeles Angels,4,7,0,5.4,4.5
776795,2025-08-10,2025,St. Louis Cardinals,Chicago Cubs,3,2,1,3.2,4.0
776788,2025-08-10,2025,Los Angeles Dodgers,Toronto Blue Jays,4,5,0,4.6,7.1
776789,2025-08-10,2025,San Diego Padres,Boston Red Sox,6,2,1,5.0,6.7
776794,2025-08-10,2025,Arizona Diamondbacks,Colorado Rockies,13,6,1,4.3,4.6
776793,2025-08-10,2025,San Francisco Giants,Washington Nationals,0,8,0,4.7,3.2
776800,2025-08-10,2025,Texas Rangers,Philadelphia Phillies,2,4,0,3.4,5.2
776799,2025-08-10,2025,Milwaukee Brewers,New York Mets,7,6,1,7.5,3.5
776791,2025-08-10,2025,Seattle Mariners,Tampa Bay Rays,6,3,1,5.3,3.1
776806,2025-08-10,2025,Detroit Tigers,Los Angeles Angels,9,5,1,5.3,4.6
776797,2025-08-10,2025,New York Yankees,Houston Astros,1,7,0,4.3,4.9
776803,2025-08-10,2025,Atlanta Braves,Miami Marlins,7,1,1,4.1,5.1
776801,2025-08-10,2025,Pittsburgh Pirates,Cincinnati Reds,8,14,0,5.1,3.1
776804,2025-08-10,2025,Baltimore Orioles,Athletics,2,3,0,4.5,5.8
776796,2025-08-10,2025,Minnesota Twins,Kansas City Royals,5,3,1,4.4,4.8
776798,2025-08-10,2025,Chicago White Sox,Cleveland Guardians,6,4,1,4.2,5.3
776787,2025-08-11,2025,Athletics,Tampa Bay Rays,4,7,0,5.5,3.0
776780,2025-08-11,2025,San Francisco Giants,San Diego Padres,1,4,0,4.6,4.9
776779,2025-08-11,2025,Los Angeles Angels,Los Angeles Dodgers,7,4,1,4.3,4.5
776782,2025-08-11,2025,Houston Astros,Boston Red Sox,7,6,1,4.9,6.1
776785,2025-08-11,2025,Texas Rangers,Arizona Diamondbacks,7,6,1,3.0,5.4
776783,2025-08-11,2025,St. Louis Cardinals,Colorado Rockies,3,2,1,3.5,4.8
776781,2025-08-11,2025,Chicago White Sox,Detroit Tigers,1,2,0,4.5,5.0
776784,2025-08-11,2025,Kansas City Royals,Washington Nationals,7,4,1,4.2,3.6
776790,2025-08-11,2025,New York Yankees,Minnesota Twins,6,2,1,3.9,4.4
776792,2025-08-11,2025,Cincinnati Reds,Philadelphia Phillies,1,4,0,3.4,5.0
776786,2025-08-11,2025,Milwaukee Brewers,Pittsburgh Pirates,7,1,1,7.3,5.7
776762,2025-08-12,2025,Athletics,Tampa Bay Rays,6,0,1,5.4,3.3
776767,2025-08-12,2025,San Francisco Giants,San Diego Padres,1,5,0,4.6,4.8
776763,2025-08-12,2025,Los Angeles Angels,Los Angeles Dodgers,7,6,1,4.7,4.7
776769,2025-08-12,2025,Houston Astros,Boston Red Sox,1,14,0,4.7,5.4
776764,2025-08-12,2025,Texas Rangers,Arizona Diamondbacks,2,3,0,3.7,5.8
776775,2025-08-12,2025,St. Louis Cardinals,Colorado Rockies,0,3,0,3.8,5.0
776771,2025-08-12,2025,Milwaukee Brewers,Pittsburgh Pirates,14,0,1,7.7,4.2
776773,2025-08-12,2025,Chicago White Sox,Detroit Tigers,9,6,1,3.7,4.5
776772,2025-08-12,2025,New York Mets,Atlanta Braves,13,5,1,4.0,4.6
776768,2025-08-12,2025,Toronto Blue Jays,Chicago Cubs,5,1,1,7.2,3.9
776774,2025-08-12,2025,New York Yankees,Minnesota Twins,9,1,1,3.8,4.5
776778,2025-08-12,2025,Cleveland Guardians,Miami Marlins,4,3,1,4.7,3.9
776777,2025-08-12,2025,Cincinnati Reds,Philadelphia Phillies,6,1,1,3.2,5.1
776776,2025-08-12,2025,Baltimore Orioles,Seattle Mariners,0,1,0,3.1,5.5
776770,2025-08-12,2025,Kansas City Royals,Washington Nationals,8,5,1,4.8,3.9
776751,2025-08-13,2025,Athletics,Tampa Bay Rays,2,8,0,5.5,3.3
776752,2025-08-13,2025,Los Angeles Angels,Los Angeles Dodgers,6,5,1,5.1,4.8
776756,2025-08-13,2025,New York Mets,Atlanta Braves,6,11,0,5.3,4.7
776753,2025-08-13,2025,Houston Astros,Boston Red Sox,4,1,1,4.7,6.6
776760,2025-08-13,2025,New York Yankees,Minnesota Twins,1,4,0,3.5,4.4
776766,2025-08-13,2025,Cleveland Guardians,Miami Marlins,4,13,0,4.6,4.0
776761,2025-08-13,2025,Baltimore Orioles,Seattle Mariners,4,3,1,2.3,5.0
776757,2025-08-13,2025,Toronto Blue Jays,Chicago Cubs,1,4,0,6.8,3.0
776749,2025-08-13,2025,San Francisco Giants,San Diego Padres,1,11,0,4.3,4.9
776746,2025-08-13,2025,Texas Rangers,Arizona Diamondbacks,4,6,0,3.6,6.0
776758,2025-08-13,2025,St. Louis Cardinals,Colorado Rockies,5,6,0,3.7,3.6
776755,2025-08-13,2025,Milwaukee Brewers,Pittsburgh Pirates,12,5,1,7.5,3.7
776754,2025-08-13,2025,Chicago White Sox,Detroit Tigers,0,1,0,4.0,4.7
776759,2025-08-13,2025,Kansas City Royals,Washington Nationals,7,8,0,4.7,3.5
776765,2025-08-13,2025,Cincinnati Reds,Philadelphia Phillies,8,0,1,3.6,4.7
776742,2025-08-14,2025,Colorado Rockies,Arizona Diamondbacks,2,8,0,3.4,5.9
776744,2025-08-14,2025,Minnesota Twins,Detroit Tigers,3,4,0,4.4,4.1
776748,2025-08-14,2025,New York Mets,Atlanta Braves,3,4,0,5.6,5.4
776743,2025-08-14,2025,Washington Nationals,Philadelphia Phillies,3,2,1,4.1,4.2
776747,2025-08-14,2025,Toronto Blue Jays,Chicago Cubs,2,1,1,6.6,3.3
776750,2025-08-14,2025,Baltimore Orioles,Seattle Mariners,5,3,1,2.7,4.9
776745,2025-08-14,2025,Cleveland Guardians,Miami Marlins,9,4,1,4.7,4.6
776729,2025-08-15,2025,San Francisco Giants,Tampa Bay Rays,6,7,0,3.8,3.7
776727,2025-08-15,2025,Los Angeles Dodgers,San Diego Padres,3,2,1,5.3,5.5
776734,2025-08-15,2025,Athletics,Los Angeles Angels,10,3,1,5.5,5.7
776730,2025-08-15,2025,Colorado Rockies,Arizona Diamondbacks,4,3,1,3.1,6.1
776731,2025-08-15,2025,St. Louis Cardinals,New York Yankees,3,4,0,3.4,3.6
776728,2025-08-15,2025,Kansas City Royals,Chicago White Sox,3,1,1,5.2,3.9
776733,2025-08-15,2025,Houston Astros,Baltimore Orioles,0,7,0,4.8,2.8
776732,2025-08-15,2025,Minnesota Twins,Detroit Tigers,0,7,0,4.2,4.5
776738,2025-08-15,2025,Cleveland Guardians,Atlanta Braves,0,2,0,5.1,5.7
776736,2025-08-15,2025,New York Mets,Seattle Mariners,9,11,0,4.7,4.8
776735,2025-08-15,2025,Toronto Blue Jays,Texas Rangers,6,5,1,6.4,3.4
776739,2025-08-15,2025,Washington Nationals,Philadelphia Phillies,2,6,0,4.1,4.2
776740,2025-08-15,2025,Cincinnati Reds,Milwaukee Brewers,8,10,0,4.2,7.9
776737,2025-08-15,2025,Chicago Cubs,Pittsburgh Pirates,2,3,0,3.1,3.3
776741,2025-08-15,2025,Boston Red Sox,Miami Marlins,2,1,1,6.0,4.8
776718,2025-08-16,2025,Athletics,Los Angeles Angels,7,2,1,6.1,5.2
776717,2025-08-16,2025,Los Angeles Dodgers,San Diego Padres,6,0,1,5.3,5.0
776711,2025-08-16,2025,San Francisco Giants,Tampa Bay Rays,1,2,0,3.2,4.4
776713,2025-08-16,2025,St. Louis Cardinals,New York Yankees,8,12,0,3.4,3.7
776716,2025-08-16,2025,Minnesota Twins,Detroit Tigers,5,8,0,3.9,4.6
776712,2025-08-16,2025,Kansas City Royals,Chicago White Sox,6,2,1,4.8,3.5
776720,2025-08-16,2025,Cleveland Guardians,Atlanta Braves,1,10,0,4.7,5.7
776715,2025-08-16,2025,Colorado Rockies,Arizona Diamondbacks,10,7,1,3.4,5.8
776721,2025-08-16,2025,Cincinnati Reds,Milwaukee Brewers,5,6,0,4.7,7.5
776724,2025-08-16,2025,Boston Red Sox,Miami Marlins,7,5,1,5.6,4.6
776726,2025-08-16,2025,New York Mets,Seattle Mariners,3,1,1,5.2,5.4
776725,2025-08-16,2025,Washington Nationals,Philadelphia Phillies,2,0,1,3.6,3.5
776723,2025-08-16,2025,Toronto Blue Jays,Texas Rangers,14,2,1,6.6,3.5
776719,2025-08-16,2025,Chicago Cubs,Pittsburgh Pirates,3,1,1,2.8,3.1
776722,2025-08-16,2025,Houston Astros,Baltimore Orioles,5,4,1,4.7,3.2
776697,2025-08-17,2025,Los Angeles Dodgers,San Diego Padres,5,4,1,5.7,4.8
