game_id,game_date,season,home_team,away_team,home_pts,away_pts,home_won,home_runs_l10,away_runs_l10
777326,2025-06-28,2025,New York Yankees,Athletics,0,7,0,4.0,2.7
777329,2025-06-28,2025,Cleveland Guardians,St. Louis Cardinals,6,9,0,2.7,4.7
777314,2025-06-29,2025,Detroit Tigers,Minnesota Twins,3,0,1,6.3,5.4
777303,2025-06-29,2025,Arizona Diamondbacks,Miami Marlins,4,6,0,6.3,5.5
777305,2025-06-29,2025,Los Angeles Angels,Washington Nationals,4,7,0,5.8,5.4
777302,2025-06-29,2025,Texas Rangers,Seattle Mariners,4,6,0,3.8,5.8
777311,2025-06-29,2025,Chicago White Sox,San Francisco Giants,5,2,1,3.2,3.6
777304,2025-06-29,2025,Kansas City Royals,Los Angeles Dodgers,1,5,0,3.3,5.9
777308,2025-06-29,2025,Houston Astros,Chicago Cubs,2,0,1,4.2,6.3
777301,2025-06-29,2025,Milwaukee Brewers,Colorado Rockies,3,4,0,7.8,3.6
777307,2025-06-29,2025,New York Yankees,Athletics,12,5,1,4.0,3.1
777316,2025-06-29,2025,Atlanta Braves,Philadelphia Phillies,1,2,0,3.8,4.2
777310,2025-06-29,2025,Boston Red Sox,Toronto Blue Jays,3,5,0,4.1,5.3
777317,2025-06-29,2025,Baltimore Orioles,Tampa Bay Rays,5,1,1,5.5,6.9
777313,2025-06-29,2025,Pittsburgh Pirates,New York Mets,12,1,1,5.0,3.5
777309,2025-06-29,2025,Cleveland Guardians,St. Louis Cardinals,0,7,0,3.0,4.8
777312,2025-06-29,2025,Cincinnati Reds,San Diego Padres,3,2,1,4.5,3.9
777291,2025-06-30,2025,Arizona Diamondbacks,San Francisco Giants,4,2,1,6.6,3.6
777297,2025-06-30,2025,Seattle Mariners,Kansas City Royals,6,2,1,6.3,2.8
777292,2025-06-30,2025,Texas Rangers,Baltimore Orioles,6,10,0,3.9,5.2
777296,2025-06-30,2025,Tampa Bay Rays,Athletics,4,6,0,5.8,3.2
777295,2025-06-30,2025,Toronto Blue Jays,New York Yankees,5,4,1,5.0,5.0
777299,2025-06-30,2025,Pittsburgh Pirates,St. Louis Cardinals,7,0,1,5.4,5.0
777306,2025-06-30,2025,Philadelphia Phillies,San Diego Padres,4,0,1,4.0,3.8
777300,2025-06-30,2025,Boston Red Sox,Cincinnati Reds,13,6,1,4.4,4.2
777285,2025-07-01,2025,Colorado Rockies,Houston Astros,5,6,0,3.7,3.3
777280,2025-07-01,2025,Los Angeles Dodgers,Chicago White Sox,6,1,1,6.0,3.1
777278,2025-07-01,2025,Arizona Diamondbacks,San Francisco Giants,8,2,1,6.1,3.6
777281,2025-07-01,2025,Seattle Mariners,Kansas City Royals,3,6,0,6.0,2.6
777282,2025-07-01,2025,Texas Rangers,Baltimore Orioles,10,2,1,4.4,5.8
777287,2025-07-01,2025,Chicago Cubs,Cleveland Guardians,5,2,1,5.6,2.6
777298,2025-07-01,2025,Atlanta Braves,Los Angeles Angels,0,4,0,3.2,5.9
777294,2025-07-01,2025,Boston Red Sox,Cincinnati Reds,5,3,1,5.4,4.3
777286,2025-07-01,2025,Tampa Bay Rays,Athletics,3,4,0,6.1,3.2
777293,2025-07-01,2025,Miami Marlins,Minnesota Twins,2,0,1,5.9,4.2
777288,2025-07-01,2025,Pittsburgh Pirates,St. Louis Cardinals,1,0,1,5.9,4.4
777283,2025-07-01,2025,Toronto Blue Jays,New York Yankees,12,5,1,5.0,4.7
777267,2025-07-02,2025,Los Angeles Dodgers,Chicago White Sox,5,4,1,6.3,2.8
777270,2025-07-02,2025,Arizona Diamondbacks,San Francisco Giants,5,6,0,5.5,3.3
777262,2025-07-02,2025,Seattle Mariners,Kansas City Royals,3,2,1,5.6,2.6
777269,2025-07-02,2025,Colorado Rockies,Houston Astros,3,5,0,3.9,3.5
777266,2025-07-02,2025,Chicago Cubs,Cleveland Guardians,5,4,1,5.7,2.7
777279,2025-07-02,2025,Atlanta Braves,Los Angeles Angels,8,3,1,3.0,6.0
777277,2025-07-02,2025,Boston Red Sox,Cincinnati Reds,4,8,0,5.2,4.5
777274,2025-07-02,2025,Toronto Blue Jays,New York Yankees,11,9,1,6.1,4.9
777275,2025-07-02,2025,Miami Marlins,Minnesota Twins,1,2,0,6.0,3.6
777268,2025-07-02,2025,Texas Rangers,Baltimore Orioles,6,0,1,4.8,5.5
777276,2025-07-02,2025,New York Mets,Milwaukee Brewers,7,3,1,3.5,7.8
777289,2025-07-02,2025,New York Mets,Milwaukee Brewers,2,7,0,4.0,7.3
777290,2025-07-02,2025,Philadelphia Phillies,San Diego Padres,5,1,1,4.2,3.3
777273,2025-07-02,2025,Philadelphia Phillies,San Diego Padres,4,6,0,3.7,2.9
777265,2025-07-02,2025,Washington Nationals,Detroit Tigers,9,4,1,6.0,6.2
777284,2025-07-02,2025,Washington Nationals,Detroit Tigers,2,11,0,6.5,5.7
777272,2025-07-02,2025,Pittsburgh Pirates,St. Louis Cardinals,5,0,1,5.8,3.8
777271,2025-07-02,2025,Tampa Bay Rays,Athletics,6,5,1,5.0,3.1
777294,2025-07-02,2025,Boston Red Sox,Cincinnati Reds,5,3,1,5.4,4.8
777253,2025-07-03,2025,Los Angeles Dodgers,Chicago White Sox,6,2,1,6.2,2.5
777251,2025-07-03,2025,Seattle Mariners,Kansas City Royals,2,3,0,4.5,2.7
777256,2025-07-03,2025,Arizona Diamondbacks,San Francisco Giants,2,7,0,5.5,3.6
777259,2025-07-03,2025,Chicago Cubs,Cleveland Guardians,1,0,1,5.2,3.0
777261,2025-07-03,2025,Atlanta Braves,Los Angeles Angels,1,5,0,3.1,6.1
777260,2025-07-03,2025,Toronto Blue Jays,New York Yankees,8,5,1,6.5,4.9
777258,2025-07-03,2025,Washington Nationals,Detroit Tigers,11,7,1,6.2,6.0
777264,2025-07-03,2025,Colorado Rockies,Houston Astros,7,6,1,3.4,3.7
777263,2025-07-03,2025,Miami Marlins,Minnesota Twins,4,1,1,5.5,3.8
777257,2025-07-03,2025,New York Mets,Milwaukee Brewers,3,2,1,3.1,6.3
777254,2025-07-04,2025,Miami Marlins,Milwaukee Brewers,5,6,0,5.9,5.6
777244,2025-07-04,2025,Athletics,San Francisco Giants,11,2,1,3.4,3.4
777248,2025-07-04,2025,Arizona Diamondbacks,Kansas City Royals,3,9,0,5.5,2.8
777235,2025-07-04,2025,Los Angeles Dodgers,Houston Astros,1,18,0,6.5,4.2
777243,2025-07-04,2025,Colorado Rockies,Chicago White Sox,2,3,0,3.8,2.6
777252,2025-07-04,2025,Atlanta Braves,Baltimore Orioles,2,3,0,2.9,5.5
777249,2025-07-04,2025,Cleveland Guardians,Detroit Tigers,1,2,0,2.6,6.4
777245,2025-07-04,2025,Washington Nationals,Boston Red Sox,2,11,0,6.6,5.4
777239,2025-07-04,2025,San Diego Padres,Texas Rangers,3,2,1,3.0,5.1
777247,2025-07-04,2025,Minnesota Twins,Tampa Bay Rays,4,3,1,3.1,4.8
777236,2025-07-04,2025,Seattle Mariners,Pittsburgh Pirates,6,0,1,3.6,6.1
777250,2025-07-04,2025,New York Mets,New York Yankees,6,5,1,3.3,5.0
777246,2025-07-04,2025,Chicago Cubs,St. Louis Cardinals,11,3,1,4.7,3.7
777255,2025-07-04,2025,Philadelphia Phillies,Cincinnati Reds,6,9,0,3.7,4.7
777242,2025-07-04,2025,Toronto Blue Jays,Los Angeles Angels,4,3,1,7.1,5.7
777225,2025-07-05,2025,Seattle Mariners,Pittsburgh Pirates,1,0,1,3.6,5.3
777227,2025-07-05,2025,Athletics,San Francisco Giants,2,7,0,4.5,3.4
777223,2025-07-05,2025,San Diego Padres,Texas Rangers,4,7,0,3.0,5.0
777232,2025-07-05,2025,Colorado Rockies,Chicago White Sox,3,10,0,3.6,2.5
777221,2025-07-05,2025,Los Angeles Dodgers,Houston Astros,4,6,0,5.3,5.2
777240,2025-07-05,2025,Cleveland Guardians,Detroit Tigers,0,1,0,2.4,5.7
777238,2025-07-05,2025,Miami Marlins,Milwaukee Brewers,4,2,1,5.9,5.3
777241,2025-07-05,2025,New York Mets,New York Yankees,12,6,1,3.7,5.4
777234,2025-07-05,2025,Arizona Diamondbacks,Kansas City Royals,7,1,1,4.8,3.6
777233,2025-07-05,2025,Philadelphia Phillies,Cincinnati Reds,5,1,1,3.6,5.0
777228,2025-07-05,2025,Washington Nationals,Boston Red Sox,3,10,0,6.1,6.0
777231,2025-07-05,2025,Toronto Blue Jays,Los Angeles Angels,4,3,1,6.5,5.3
777229,2025-07-05,2025,Chicago Cubs,St. Louis Cardinals,6,8,0,5.6,3.2
777230,2025-07-05,2025,Minnesota Twins,Tampa Bay Rays,6,5,1,3.3,4.8
777237,2025-07-05,2025,Atlanta Braves,Baltimore Orioles,6,9,0,2.8,5.6
777215,2025-07-06,2025,Colorado Rockies,Chicago White Sox,6,4,1,3.2,3.5
777210,2025-07-06,2025,Athletics,San Francisco Giants,2,6,0,4.3,3.6
777207,2025-07-06,2025,San Diego Padres,Texas Rangers,4,1,1,2.8,5.7
777219,2025-07-06,2025,Chicago Cubs,St. Louis Cardinals,11,0,1,5.5,3.2
777205,2025-07-06,2025,Seattle Mariners,Pittsburgh Pirates,1,0,1,3.7,4.8
777218,2025-07-06,2025,Arizona Diamondbacks,Kansas City Royals,0,4,0,5.1,3.7
777220,2025-07-06,2025,Minnesota Twins,Tampa Bay Rays,5,7,0,3.4,4.8
777206,2025-07-06,2025,Los Angeles Dodgers,Houston Astros,1,5,0,4.8,5.7
777216,2025-07-06,2025,New York Mets,New York Yankees,4,6,0,4.5,5.6
777222,2025-07-06,2025,Atlanta Braves,Baltimore Orioles,1,2,0,2.7,5.9
777213,2025-07-06,2025,Washington Nationals,Boston Red Sox,4,6,0,5.4,6.8
777217,2025-07-06,2025,Philadelphia Phillies,Cincinnati Reds,3,1,1,4.1,4.6
777224,2025-07-06,2025,Miami Marlins,Milwaukee Brewers,1,3,0,5.9,5.1
777226,2025-07-06,2025,Cleveland Guardians,Detroit Tigers,2,7,0,1.8,4.7
777214,2025-07-06,2025,Toronto Blue Jays,Los Angeles Angels,3,2,1,6.5,4.7
777200,2025-07-07,2025,Los Angeles Angels,Texas Rangers,6,5,1,4.6,5.2
777211,2025-07-07,2025,Detroit Tigers,Tampa Bay Rays,5,1,1,5.4,5.2
777209,2025-07-07,2025,Boston Red Sox,Colorado Rockies,9,3,1,7.2,3.7
777208,2025-07-07,2025,Cincinnati Reds,Miami Marlins,1,5,0,4.6,5.2
777204,2025-07-07,2025,Kansas City Royals,Pittsburgh Pirates,9,3,1,4.1,4.5
777212,2025-07-07,2025,Chicago White Sox,Toronto Blue Jays,4,8,0,3.8,6.2
777201,2025-07-07,2025,Milwaukee Brewers,Los Angeles Dodgers,9,1,1,4.5,4.1
777202,2025-07-07,2025,Houston Astros,Cleveland Guardians,5,7,0,6.0,1.5
777203,2025-07-07,2025,San Diego Padres,Arizona Diamondbacks,3,6,0,2.8,4.8
777199,2025-07-07,2025,San Francisco Giants,Philadelphia Phillies,3,1,1,3.7,4.4
777180,2025-07-08,2025,Los Angeles Angels,Texas Rangers,1,13,0,4.7,5.0
777185,2025-07-08,2025,San Diego Padres,Arizona Diamondbacks,1,0,1,3.0,4.6
777196,2025-07-08,2025,Boston Red Sox,Colorado Rockies,10,2,1,8.1,3.9
777189,2025-07-08,2025,Athletics,Atlanta Braves,10,1,1,4.2,2.5
777192,2025-07-08,2025,Houston Astros,Cleveland Guardians,6,10,0,6.3,2.2
777186,2025-07-08,2025,San Francisco Giants,Philadelphia Phillies,4,3,1,3.7,4.4
777191,2025-07-08,2025,St. Louis Cardinals,Washington Nationals,4,2,1,3.2,5.5
777195,2025-07-08,2025,Detroit Tigers,Tampa Bay Rays,4,2,1,5.1,4.9
777190,2025-07-08,2025,Minnesota Twins,Chicago Cubs,8,1,1,3.7,5.8
777194,2025-07-08,2025,Kansas City Royals,Pittsburgh Pirates,4,3,1,4.6,4.6
777197,2025-07-08,2025,Cincinnati Reds,Miami Marlins,2,12,0,3.9,4.5
777187,2025-07-08,2025,New York Yankees,Seattle Mariners,10,3,1,5.5,3.7
777198,2025-07-08,2025,Baltimore Orioles,New York Mets,6,7,0,5.6,4.2
777193,2025-07-08,2025,Milwaukee Brewers,Los Angeles Dodgers,3,1,1,5.0,3.9
777173,2025-07-09,2025,Minnesota Twins,Chicago Cubs,4,2,1,3.5,5.6
777162,2025-07-09,2025,San Diego Padres,Arizona Diamondbacks,2,8,0,3.0,3.9
777171,2025-07-09,2025,Los Angeles Angels,Texas Rangers,11,8,1,3.9,5.7
777174,2025-07-09,2025,Houston Astros,Cleveland Guardians,2,4,0,6.2,3.2
777178,2025-07-09,2025,St. Louis Cardinals,Washington Nationals,2,8,0,3.6,5.7
777176,2025-07-09,2025,Athletics,Atlanta Braves,2,9,0,5.2,2.6
777177,2025-07-09,2025,Kansas City Royals,Pittsburgh Pirates,4,3,1,4.1,4.0
777179,2025-07-09,2025,Boston Red Sox,Colorado Rockies,10,2,1,7.6,3.5
777184,2025-07-09,2025,New York Yankees,Seattle Mariners,9,6,1,6.2,3.3
777182,2025-07-09,2025,Detroit Tigers,Tampa Bay Rays,3,7,0,5.4,4.3
777163,2025-07-09,2025,San Francisco Giants,Philadelphia Phillies,0,13,0,4.1,3.4
777175,2025-07-09,2025,Milwaukee Brewers,Los Angeles Dodgers,3,2,1,4.3,3.5
777172,2025-07-09,2025,Chicago White Sox,Toronto Blue Jays,2,1,1,3.5,6.1
777183,2025-07-09,2025,Cincinnati Reds,Miami Marlins,7,2,1,3.7,4.8
777158,2025-07-10,2025,San Diego Padres,Arizona Diamondbacks,4,3,1,2.6,4.3
777159,2025-07-10,2025,Los Angeles Angels,Texas Rangers,4,11,0,4.2,6.2
777156,2025-07-10,2025,Athletics,Atlanta Braves,5,4,1,5.4,3.5
777167,2025-07-10,2025,St. Louis Cardinals,Washington Nationals,8,1,1,3.3,5.0
777170,2025-07-10,2025,Boston Red Sox,Tampa Bay Rays,4,3,1,8.3,3.9
777168,2025-07-10,2025,Cincinnati Reds,Miami Marlins,6,0,1,4.1,4.2
777166,2025-07-10,2025,Minnesota Twins,Chicago Cubs,1,8,0,3.5,5.4
777181,2025-07-10,2025,Baltimore Orioles,New York Mets,7,3,1,6.2,4.5
777165,2025-07-10,2025,Baltimore Orioles,New York Mets,3,1,1,4.7,4.7
777169,2025-07-10,2025,New York Yankees,Seattle Mariners,6,5,1,7.1,3.7
777148,2025-07-11,2025,Minnesota Twins,Pittsburgh Pirates,2,1,1,3.1,3.4
777152,2025-07-11,2025,Athletics,Toronto Blue Jays,6,7,0,5.2,6.1
777139,2025-07-11,2025,San Diego Padres,Philadelphia Phillies,4,2,1,2.8,4.6
777143,2025-07-11,2025,San Francisco Giants,Los Angeles Dodgers,8,7,1,3.9,3.2
777150,2025-07-11,2025,Los Angeles Angels,Arizona Diamondbacks,6,5,1,4.2,4.2
777147,2025-07-11,2025,St. Louis Cardinals,Atlanta Braves,5,6,0,3.2,3.3
777149,2025-07-11,2025,Milwaukee Brewers,Washington Nationals,8,3,1,4.1,4.9
777154,2025-07-11,2025,Houston Astros,Texas Rangers,3,7,0,6.1,6.9
777157,2025-07-11,2025,Baltimore Orioles,Miami Marlins,5,2,1,4.7,3.6
777155,2025-07-11,2025,Boston Red Sox,Tampa Bay Rays,5,4,1,7.4,4.1
777161,2025-07-11,2025,Detroit Tigers,Seattle Mariners,3,12,0,4.7,3.6
777160,2025-07-11,2025,Cincinnati Reds,Colorado Rockies,2,3,0,4.1,3.7
777153,2025-07-11,2025,New York Yankees,Chicago Cubs,11,0,1,6.5,5.0
777146,2025-07-11,2025,Chicago White Sox,Cleveland Guardians,5,4,1,3.6,3.0
777164,2025-07-11,2025,Chicago White Sox,Cleveland Guardians,2,4,0,4.0,3.4
777151,2025-07-11,2025,Kansas City Royals,New York Mets,3,8,0,4.4,4.6
777138,2025-07-12,2025,Chicago White Sox,Cleveland Guardians,2,6,0,3.7,3.6
777132,2025-07-12,2025,Athletics,Toronto Blue Jays,4,3,1,5.3,6.3
777131,2025-07-12,2025,Los Angeles Angels,Arizona Diamondbacks,10,5,1,4.4,3.9
777126,2025-07-12,2025,San Diego Padres,Philadelphia Phillies,5,4,1,3.2,4.6
777137,2025-07-12,2025,Houston Astros,Texas Rangers,5,4,1,6.2,7.0
777135,2025-07-12,2025,Milwaukee Brewers,Washington Nationals,6,5,1,4.6,4.5
777144,2025-07-12,2025,Boston Red Sox,Tampa Bay Rays,1,0,1,7.4,4.1
777142,2025-07-12,2025,New York Yankees,Chicago Cubs,2,5,0,7.2,5.0
777140,2025-07-12,2025,Cincinnati Reds,Colorado Rockies,4,3,1,4.0,3.6
777141,2025-07-12,2025,Baltimore Orioles,Miami Marlins,0,6,0,4.7,3.6
777127,2025-07-12,2025,San Francisco Giants,Los Angeles Dodgers,1,2,0,4.5,3.4
777133,2025-07-12,2025,St. Louis Cardinals,Atlanta Braves,6,7,0,3.0,3.8
777134,2025-07-12,2025,Minnesota Twins,Pittsburgh Pirates,12,4,1,3.3,2.3
777145,2025-07-12,2025,Detroit Tigers,Seattle Mariners,7,15,0,4.7,4.2
777136,2025-07-12,2025,Kansas City Royals,New York Mets,1,3,0,4.5,5.3
777117,2025-07-13,2025,San Diego Padres,Philadelphia Phillies,1,2,0,3.6,4.6
777115,2025-07-13,2025,Los Angeles Angels,Arizona Diamondbacks,1,5,0,5.1,3.9
777116,2025-07-13,2025,Athletics,Toronto Blue Jays,6,3,1,5.1,6.1
777119,2025-07-13,2025,San Francisco Giants,Los Angeles Dodgers,2,5,0,4.4,3.0
777118,2025-07-13,2025,St. Louis Cardinals,Atlanta Braves,5,4,1,3.6,4.5
777123,2025-07-13,2025,Milwaukee Brewers,Washington Nationals,8,1,1,4.9,4.1
777120,2025-07-13,2025,Chicago White Sox,Cleveland Guardians,5,6,0,3.8,3.8
777113,2025-07-13,2025,Minnesota Twins,Pittsburgh Pirates,1,2,0,4.5,2.0
777125,2025-07-13,2025,Houston Astros,Texas Rangers,1,5,0,6.1,6.4
777124,2025-07-13,2025,Kansas City Royals,New York Mets,3,2,1,4.0,4.9
777121,2025-07-13,2025,Detroit Tigers,Seattle Mariners,4,8,0,5.0,5.4
777128,2025-07-13,2025,Cincinnati Reds,Colorado Rockies,4,2,1,3.6,3.4
777122,2025-07-13,2025,New York Yankees,Chicago Cubs,1,4,0,6.9,5.0
777129,2025-07-13,2025,Baltimore Orioles,Miami Marlins,1,11,0,3.7,4.1
777130,2025-07-13,2025,Boston Red Sox,Tampa Bay Rays,4,1,1,7.1,3.8
777099,2025-07-18,2025,Seattle Mariners,Houston Astros,6,1,1,5.9,5.7
777100,2025-07-18,2025,Arizona Diamondbacks,St. Louis Cardinals,7,3,1,4.2,4.1
777102,2025-07-18,2025,Colorado Rockies,Minnesota Twins,6,4,1,3.3,4.4
777098,2025-07-18,2025,Texas Rangers,Detroit Tigers,2,0,1,6.3,4.3
777110,2025-07-18,2025,Tampa Bay Rays,Baltimore Orioles,11,1,1,3.3,3.6
777114,2025-07-18,2025,Atlanta Braves,New York Yankees,7,3,1,4.1,6.1
777109,2025-07-18,2025,Miami Marlins,Kansas City Royals,8,7,1,4.8,4.1
777103,2025-07-18,2025,Los Angeles Dodgers,Milwaukee Brewers,0,2,0,3.0,5.0
777111,2025-07-18,2025,New York Mets,Cincinnati Reds,4,8,0,4.9,3.7
777108,2025-07-18,2025,Toronto Blue Jays,San Francisco Giants,4,0,1,5.2,4.0
777106,2025-07-18,2025,Philadelphia Phillies,Los Angeles Angels,5,6,0,4.3,4.7
777112,2025-07-18,2025,Washington Nationals,San Diego Padres,2,7,0,4.0,3.1
777107,2025-07-18,2025,Pittsburgh Pirates,Chicago White Sox,1,10,0,2.1,3.9
777101,2025-07-18,2025,Chicago Cubs,Boston Red Sox,4,1,1,4.9,7.0
777105,2025-07-18,2025,Cleveland Guardians,Athletics,8,6,1,4.4,5.3
777085,2025-07-19,2025,Los Angeles Dodgers,Milwaukee Brewers,7,8,0,2.4,5.0
777080,2025-07-19,2025,Colorado Rockies,Minnesota Twins,10,6,1,3.2,4.7
777097,2025-07-19,2025,Atlanta Braves,New York Yankees,9,12,0,4.7,5.9
777081,2025-07-19,2025,Arizona Diamondbacks,St. Louis Cardinals,10,1,1,4.6,4.4
777096,2025-07-19,2025,Chicago Cubs,Boston Red Sox,6,0,1,5.2,6.0
777104,2025-07-19,2025,Cleveland Guardians,Athletics,2,8,0,5.1,5.4
777088,2025-07-19,2025,Texas Rangers,Detroit Tigers,4,1,1,6.3,3.6
777086,2025-07-19,2025,Seattle Mariners,Houston Astros,7,6,1,6.3,5.2
777091,2025-07-19,2025,Washington Nationals,San Diego Padres,4,2,1,3.1,3.5
777090,2025-07-19,2025,Pittsburgh Pirates,Chicago White Sox,4,10,0,1.7,4.7
777089,2025-07-19,2025,Philadelphia Phillies,Los Angeles Angels,9,5,1,4.4,5.0
777093,2025-07-19,2025,Miami Marlins,Kansas City Royals,3,1,1,5.1,4.5
777092,2025-07-19,2025,New York Mets,Cincinnati Reds,2,5,0,5.0,3.6
777094,2025-07-19,2025,Toronto Blue Jays,San Francisco Giants,6,3,1,4.5,3.3
777095,2025-07-19,2025,Tampa Bay Rays,Baltimore Orioles,4,3,1,4.1,3.7
777073,2025-07-20,2025,Texas Rangers,Detroit Tigers,1,2,0,6.0,3.5
777070,2025-07-20,2025,Los Angeles Dodgers,Milwaukee Brewers,5,6,0,3.0,5.2
777071,2025-07-20,2025,Arizona Diamondbacks,St. Louis Cardinals,5,3,1,4.9,4.2
777067,2025-07-20,2025,Seattle Mariners,Houston Astros,3,11,0,6.4,4.0
777072,2025-07-20,2025,Colorado Rockies,Minnesota Twins,1,7,0,4.0,4.9
777075,2025-07-20,2025,Chicago Cubs,Boston Red Sox,1,6,0,4.7,5.0
777082,2025-07-20,2025,Miami Marlins,Kansas City Royals,4,7,0,5.0,3.7
777084,2025-07-20,2025,Cleveland Guardians,Athletics,8,2,1,5.3,5.1
777083,2025-07-20,2025,Atlanta Braves,New York Yankees,2,4,0,5.4,6.6
777074,2025-07-20,2025,Pittsburgh Pirates,Chicago White Sox,2,7,0,2.1,5.4
777078,2025-07-20,2025,Philadelphia Phillies,Los Angeles Angels,2,8,0,4.7,5.2
777077,2025-07-20,2025,Washington Nationals,San Diego Padres,1,8,0,3.3,3.3
777076,2025-07-20,2025,Tampa Bay Rays,Baltimore Orioles,3,5,0,4.0,3.7
777079,2025-07-20,2025,Toronto Blue Jays,San Francisco Giants,8,6,1,4.3,3.4
777087,2025-07-20,2025,New York Mets,Cincinnati Reds,3,2,1,4.6,4.0
777065,2025-07-21,2025,Chicago Cubs,Kansas City Royals,4,12,0,4.2,4.3
777050,2025-07-21,2025,Seattle Mariners,Milwaukee Brewers,0,6,0,6.6,5.6
777051,2025-07-21,2025,Los Angeles Dodgers,Minnesota Twins,5,2,1,3.1,5.0
777055,2025-07-21,2025,Arizona Diamondbacks,Houston Astros,3,6,0,5.4,4.5
777053,2025-07-21,2025,Colorado Rockies,St. Louis Cardinals,2,6,0,3.8,3.7
777057,2025-07-21,2025,Texas Rangers,Athletics,7,2,1,6.0,5.1
777059,2025-07-21,2025,Tampa Bay Rays,Chicago White Sox,3,8,0,3.6,5.1
777060,2025-07-21,2025,Pittsburgh Pirates,Detroit Tigers,3,0,1,2.3,3.6
777061,2025-07-21,2025,New York Mets,Los Angeles Angels,7,5,1,3.7,5.8
777066,2025-07-21,2025,Toronto Blue Jays,New York Yankees,4,1,1,4.7,6.4
777063,2025-07-21,2025,Philadelphia Phillies,Boston Red Sox,3,2,1,4.4,5.0
777064,2025-07-21,2025,Washington Nationals,Cincinnati Reds,10,8,1,3.1,4.1
777062,2025-07-21,2025,Miami Marlins,San Diego Padres,1,2,0,5.3,3.7
777068,2025-07-21,2025,Cleveland Guardians,Baltimore Orioles,10,5,1,5.9,3.3
777069,2025-07-21,2025,Atlanta Braves,San Francisco Giants,9,5,1,5.0,3.3
777039,2025-07-22,2025,Los Angeles Dodgers,Minnesota Twins,7,10,0,3.5,4.7
777035,2025-07-22,2025,Seattle Mariners,Milwaukee Brewers,1,0,1,6.5,5.9
777040,2025-07-22,2025,Arizona Diamondbacks,Houston Astros,1,3,0,5.1,4.6
777049,2025-07-22,2025,Colorado Rockies,St. Louis Cardinals,8,4,1,3.4,4.3
777043,2025-07-22,2025,Texas Rangers,Athletics,6,2,1,6.2,5.1
777047,2025-07-22,2025,Chicago Cubs,Kansas City Royals,6,0,1,3.5,5.1
777058,2025-07-22,2025,Atlanta Braves,San Francisco Giants,0,9,0,5.8,3.2
777054,2025-07-22,2025,New York Mets,Los Angeles Angels,3,2,1,4.0,5.7
777046,2025-07-22,2025,Toronto Blue Jays,New York Yankees,4,5,0,4.7,5.9
777048,2025-07-22,2025,Tampa Bay Rays,Chicago White Sox,4,3,1,3.8,5.5
777045,2025-07-22,2025,Philadelphia Phillies,Boston Red Sox,4,1,1,4.4,4.3
777042,2025-07-22,2025,Washington Nationals,Cincinnati Reds,6,1,1,3.7,4.8
777052,2025-07-22,2025,Miami Marlins,San Diego Padres,4,3,1,4.9,3.6
777044,2025-07-22,2025,Pittsburgh Pirates,Detroit Tigers,8,5,1,2.6,2.9
777056,2025-07-22,2025,Cleveland Guardians,Baltimore Orioles,6,3,1,6.2,3.6
777030,2025-07-23,2025,Tampa Bay Rays,Chicago White Sox,9,11,0,4.0,5.4
777038,2025-07-23,2025,Philadelphia Phillies,Boston Red Sox,8,9,0,4.7,3.4
777027,2025-07-23,2025,Toronto Blue Jays,New York Yankees,8,4,1,4.8,5.4
777036,2025-07-23,2025,Cleveland Guardians,Baltimore Orioles,3,2,1,5.8,3.3
777033,2025-07-23,2025,Texas Rangers,Athletics,2,1,1,5.5,4.3
777024,2025-07-23,2025,Seattle Mariners,Milwaukee Brewers,2,10,0,6.3,5.0
777032,2025-07-23,2025,Arizona Diamondbacks,Houston Astros,3,4,0,5.2,4.4
777022,2025-07-23,2025,Los Angeles Dodgers,Minnesota Twins,4,3,1,4.1,4.9
777031,2025-07-23,2025,Chicago Cubs,Kansas City Royals,4,8,0,4.0,4.2
777034,2025-07-23,2025,New York Mets,Los Angeles Angels,6,3,1,3.6,5.8
777029,2025-07-23,2025,Pittsburgh Pirates,Detroit Tigers,6,1,1,3.1,2.9
777041,2025-07-23,2025,Atlanta Braves,San Francisco Giants,3,9,0,5.7,3.8
777037,2025-07-23,2025,Miami Marlins,San Diego Padres,3,2,1,4.1,3.8
777026,2025-07-23,2025,Washington Nationals,Cincinnati Reds,0,5,0,4.1,4.7
777028,2025-07-23,2025,Colorado Rockies,St. Louis Cardinals,6,0,1,3.9,4.3
777018,2025-07-24,2025,Los Angeles Angels,Seattle Mariners,2,4,0,5.0,5.9
777025,2025-07-24,2025,Houston Astros,Athletics,2,5,0,4.2,4.2
777023,2025-07-24,2025,St. Louis Cardinals,San Diego Padres,9,7,1,4.1,3.8
777021,2025-07-24,2025,Detroit Tigers,Toronto Blue Jays,4,11,0,2.6,4.8
777019,2025-07-24,2025,Cleveland Guardians,Baltimore Orioles,3,4,0,5.7,2.8
777006,2025-07-25,2025,Los Angeles Angels,Seattle Mariners,3,2,1,4.8,5.8
777011,2025-07-25,2025,Minnesota Twins,Washington Nationals,1,0,1,4.8,3.3
777007,2025-07-25,2025,Houston Astros,Athletics,3,15,0,4.2,4.2
777009,2025-07-25,2025,Texas Rangers,Atlanta Braves,8,3,1,4.9,5.1
777004,2025-07-25,2025,San Francisco Giants,New York Mets,1,8,0,4.3,3.9
777017,2025-07-25,2025,Chicago White Sox,Chicago Cubs,12,5,1,6.3,4.2
