game_id,game_date,season,home_team,away_team,home_pts,away_pts,total_pts,spread,home_won,home_fg_pct,away_fg_pct,home_fg3_pct,away_fg3_pct,home_reb,away_reb,home_ast,away_ast,home_tov,away_tov,home_pts_l10,away_pts_l10,home_opp_pts_l10,away_opp_pts_l10,home_win_l10,away_win_l10,home_fg_pct_l10,away_fg_pct_l10,home_reb_l10,away_reb_l10,home_ast_l10,away_ast_l10,home_tov_l10,away_tov_l10,pts_diff_l10,def_diff_l10,win_rate_diff,fg_pct_diff,reb_diff,ast_diff,tov_diff,combined_pts_l10,combined_def_l10
0022200403,2022-12-12,2022-23,WAS,BKN,100,112,212,-12,0,0.468,0.494,0.355,0.296,44,41,21,25,19,11,114.6,114.6,119.0,110.5,0.1,0.8,0.48229999999999995,0.5189999999999999,42.8,41.4,24.5,25.4,12.1,15.0,0.0,-8.5,-0.7000000000000001,-0.036699999999999955,1.3999999999999986,-0.8999999999999986,-2.9000000000000004,229.2,229.5
0022200406,2022-12-12,2022-23,SAS,CLE,112,111,223,1,1,0.474,0.489,0.333,0.217,46,44,25,21,12,15,106.9,102.8,120.8,99.0,0.2,0.6,0.4534000000000001,0.4614,43.8,40.8,25.4,20.6,14.4,13.2,4.1000000000000085,-21.799999999999997,-0.39999999999999997,-0.007999999999999896,3.0,4.799999999999997,1.200000000000001,209.7,219.8
0022200407,2022-12-12,2022-23,POR,MIN,133,112,245,21,1,0.539,0.495,0.457,0.37,54,37,32,25,18,10,113.3,116.3,116.9,117.4,0.4,0.5,0.4765,0.4951,42.7,40.7,24.4,25.5,13.3,17.5,-3.0,0.5,-0.09999999999999998,-0.018600000000000005,2.0,-1.1000000000000014,-4.199999999999999,229.6,234.3
0022200402,2022-12-12,2022-23,IND,MIA,82,87,169,-5,0,0.354,0.386,0.282,0.265,45,48,16,23,15,13,115.8,108.6,121.0,110.7,0.4,0.5,0.4586,0.45780000000000004,40.3,43.4,25.6,23.6,13.6,12.9,7.200000000000003,-10.299999999999997,-0.09999999999999998,0.0007999999999999674,-3.1000000000000014,2.0,0.6999999999999993,224.39999999999998,231.7
0022200404,2022-12-12,2022-23,MEM,ATL,128,103,231,25,1,0.602,0.356,0.406,0.324,49,39,36,20,22,15,116.1,112.0,110.2,113.7,0.7,0.4,0.46719999999999995,0.4702,49.0,42.7,26.4,22.5,14.0,13.9,4.099999999999994,3.5,0.29999999999999993,-0.003000000000000058,6.299999999999997,3.8999999999999986,0.09999999999999964,228.1,223.9
0022200408,2022-12-12,2022-23,LAC,BOS,113,93,206,20,1,0.489,0.434,0.4,0.231,46,36,18,27,9,15,110.5,121.8,115.3,110.6,0.4,0.8,0.44420000000000004,0.5028,46.0,43.1,23.6,27.0,14.1,13.3,-11.299999999999997,-4.700000000000003,-0.4,-0.058599999999999985,2.8999999999999986,-3.3999999999999986,0.7999999999999989,232.3,225.89999999999998
0022200409,2022-12-13,2022-23,PHI,SAC,123,103,226,20,1,0.512,0.413,0.457,0.238,42,48,34,21,11,17,114.1,112.8,111.3,111.2,0.6,0.5,0.48450000000000004,0.47189999999999993,41.5,44.4,24.5,25.5,15.3,15.5,1.2999999999999972,-0.09999999999999432,0.09999999999999998,0.012600000000000111,-2.8999999999999986,-1.0,-0.1999999999999993,226.89999999999998,222.5
0022200412,2022-12-13,2022-23,UTA,NOP,121,100,221,21,1,0.476,0.398,0.319,0.148,59,43,31,25,19,17,117.0,119.8,118.4,107.8,0.3,0.9,0.49450000000000005,0.5004,42.4,46.0,25.0,27.1,15.0,15.3,-2.799999999999997,-10.600000000000009,-0.6000000000000001,-0.005899999999999905,-3.6000000000000014,-2.1000000000000014,-0.3000000000000007,236.8,226.2
0022200413,2022-12-13,2022-23,LAL,BOS,118,122,240,-4,0,0.473,0.442,0.276,0.396,49,51,23,27,11,14,121.5,118.6,119.7,110.7,0.6,0.7,0.4971,0.49260000000000004,45.6,42.9,26.2,26.8,13.9,13.7,2.9000000000000057,-9.0,-0.09999999999999998,0.0044999999999999485,2.700000000000003,-0.6000000000000014,0.20000000000000107,240.1,230.4
0022200411,2022-12-13,2022-23,HOU,PHX,111,97,208,14,1,0.42,0.32,0.343,0.255,67,44,16,22,22,9,114.0,117.9,117.7,117.3,0.5,0.5,0.45990000000000003,0.4854,46.1,43.3,21.8,27.5,16.4,13.6,-3.9000000000000057,-0.4000000000000057,0.0,-0.025499999999999967,2.8000000000000043,-5.699999999999999,2.799999999999999,231.9,235.0
0022200410,2022-12-13,2022-23,MIL,GSW,128,111,239,17,1,0.549,0.4,0.414,0.4,55,37,22,25,21,18,113.0,117.5,108.4,113.8,0.7,0.6,0.4685,0.4826,47.0,45.2,26.5,29.3,13.4,16.3,-4.5,5.3999999999999915,0.09999999999999998,-0.014099999999999946,1.7999999999999972,-2.8000000000000007,-2.9000000000000004,230.5,222.2
0022200423,2022-12-14,2022-23,LAC,MIN,99,88,187,11,1,0.382,0.419,0.304,0.182,52,43,21,15,14,17,111.1,117.0,112.2,120.6,0.5,0.4,0.4478000000000001,0.5011,46.3,40.4,23.2,25.0,13.4,16.7,-5.900000000000006,8.399999999999991,0.09999999999999998,-0.0532999999999999,5.899999999999999,-1.8000000000000007,-3.299999999999999,228.1,232.8
0022200418,2022-12-14,2022-23,CHI,NYK,120,128,248,-8,0,0.548,0.495,0.321,0.529,31,48,25,25,12,15,117.8,116.2,116.0,108.9,0.5,0.6,0.49280000000000007,0.46509999999999996,43.9,49.7,25.8,23.2,13.0,13.0,1.5999999999999943,-7.099999999999994,-0.09999999999999998,0.027700000000000113,-5.800000000000004,2.6000000000000014,0.0,234.0,224.9
0022200422,2022-12-14,2022-23,DEN,WAS,141,128,269,13,1,0.651,0.527,0.25,0.487,45,24,31,40,18,13,116.8,114.1,113.7,118.9,0.6,0.1,0.518,0.4819,41.8,42.9,28.8,23.9,14.0,12.6,2.700000000000003,5.200000000000003,0.5,0.03610000000000002,-1.1000000000000014,4.900000000000002,1.4000000000000004,230.89999999999998,232.60000000000002
0022200415,2022-12-14,2022-23,IND,GSW,125,119,244,6,1,0.506,0.465,0.41,0.424,34,46,30,27,17,23,111.2,120.3,118.0,113.8,0.3,0.6,0.44399999999999995,0.48480000000000006,40.7,45.5,24.4,30.1,14.2,15.5,-9.099999999999994,-4.200000000000003,-0.3,-0.040800000000000114,-4.799999999999997,-5.700000000000003,-1.3000000000000007,231.5,231.8
0022200421,2022-12-14,2022-23,DAL,CLE,90,105,195,-15,0,0.392,0.526,0.342,0.333,33,43,17,26,12,6,116.4,102.5,116.3,100.6,0.5,0.5,0.4784,0.45489999999999997,39.1,41.3,24.3,20.5,12.5,13.1,13.900000000000006,-15.700000000000003,0.0,0.02350000000000002,-2.1999999999999957,3.8000000000000007,-0.5999999999999996,218.9,216.89999999999998
0022200417,2022-12-14,2022-23,TOR,SAC,123,124,247,-1,0,0.5,0.484,0.286,0.37,39,50,25,29,7,15,108.1,111.8,110.1,112.6,0.4,0.4,0.4428000000000001,0.4699,42.2,44.7,22.0,24.9,12.1,15.4,-3.700000000000003,2.5,0.0,-0.027099999999999902,-2.5,-2.8999999999999986,-3.3000000000000007,219.89999999999998,222.7
0022200416,2022-12-14,2022-23,ORL,ATL,135,124,259,11,1,0.505,0.5,0.444,0.343,46,39,28,30,11,13,105.8,110.8,113.0,115.9,0.3,0.3,0.4678,0.4612,38.8,41.9,21.7,22.2,15.4,14.1,-5.0,2.9000000000000057,0.0,0.006599999999999995,-3.1000000000000014,-0.5,1.3000000000000007,216.6,228.9
0022200414,2022-12-14,2022-23,CHA,DET,134,141,275,-7,0,0.412,0.516,0.333,0.45,52,52,21,25,5,15,108.5,110.8,116.9,115.1,0.3,0.3,0.44800000000000006,0.4608,45.5,41.3,22.7,23.7,13.1,13.6,-2.299999999999997,-1.8000000000000114,0.0,-0.012799999999999923,4.200000000000003,-1.0,-0.5,219.3,232.0
0022200419,2022-12-14,2022-23,OKC,MIA,108,110,218,-2,0,0.5,0.43,0.375,0.429,44,39,26,25,14,14,114.8,107.2,118.0,108.4,0.4,0.6,0.44430000000000003,0.4575,45.0,43.6,22.4,23.3,14.5,12.7,7.599999999999994,-9.599999999999994,-0.19999999999999996,-0.01319999999999999,1.3999999999999986,-0.9000000000000021,1.8000000000000007,222.0,226.4
0022200420,2022-12-14,2022-23,SAS,POR,112,128,240,-16,0,0.464,0.605,0.379,0.45,40,40,23,26,11,17,108.4,115.5,120.0,116.2,0.3,0.5,0.45940000000000003,0.4831,44.1,44.1,25.7,25.7,14.1,13.6,-7.099999999999994,-3.799999999999997,-0.2,-0.023699999999999943,0.0,0.0,0.5,223.9,236.2
0022200424,2022-12-15,2022-23,HOU,MIA,108,111,219,-3,0,0.468,0.443,0.273,0.34,51,40,22,21,14,14,113.1,106.9,114.7,108.7,0.6,0.6,0.45630000000000004,0.45859999999999995,48.3,42.2,21.0,23.8,17.4,12.9,6.199999999999989,-6.0,0.0,-0.0022999999999999132,6.099999999999994,-2.8000000000000007,4.499999999999998,220.0,223.4
0022200427,2022-12-15,2022-23,LAC,PHX,95,111,206,-16,0,0.378,0.463,0.364,0.281,52,53,21,27,16,8,110.6,116.8,109.6,118.2,0.6,0.4,0.4316,0.46909999999999996,48.2,43.4,23.1,27.2,13.4,13.2,-6.200000000000003,8.600000000000009,0.19999999999999996,-0.03749999999999998,4.800000000000004,-4.099999999999998,0.20000000000000107,227.39999999999998,227.8
0022200425,2022-12-15,2022-23,MEM,MIL,142,101,243,41,1,0.549,0.372,0.375,0.26,56,39,30,22,7,9,117.4,114.5,107.8,107.7,0.8,0.8,0.4840000000000001,0.47780000000000006,49.5,47.7,27.2,26.3,15.2,13.6,2.9000000000000057,-0.09999999999999432,0.0,0.006200000000000039,1.7999999999999972,0.8999999999999986,1.5999999999999996,231.9,215.5
0022200426,2022-12-15,2022-23,UTA,NOP,132,129,261,3,1,0.457,0.475,0.383,0.4,44,49,24,24,16,16,117.5,117.0,115.9,111.6,0.4,0.8,0.49269999999999997,0.4863999999999999,44.5,45.3,25.0,26.6,15.4,15.6,0.5,-4.300000000000011,-0.4,0.006300000000000083,-0.7999999999999972,-1.6000000000000014,-0.1999999999999993,234.5,227.5
0022200434,2022-12-16,2022-23,CHI,NYK,91,114,205,-23,0,0.468,0.402,0.4,0.386,39,50,26,19,20,10,117.7,116.1,118.1,109.0,0.4,0.6,0.49589999999999995,0.462,41.9,49.7,25.7,23.6,13.1,13.2,1.6000000000000085,-9.099999999999994,-0.19999999999999996,0.03389999999999993,-7.800000000000004,2.099999999999998,-0.09999999999999964,233.8,227.1
0022200430,2022-12-16,2022-23,BOS,ORL,109,117,226,-8,0,0.417,0.462,0.239,0.273,38,53,17,19,14,17,118.6,109.4,112.1,114.7,0.7,0.4,0.48740000000000006,0.4758,44.2,39.9,26.8,22.5,14.1,15.1,9.199999999999989,2.6000000000000085,0.29999999999999993,0.011600000000000055,4.300000000000004,4.300000000000001,-1.0,228.0,226.8
0022200432,2022-12-16,2022-23,PHI,GSW,118,106,224,12,1,0.459,0.415,0.395,0.395,49,48,23,31,15,17,114.9,119.8,111.0,115.6,0.6,0.5,0.4923,0.48179999999999995,40.8,45.6,26.0,29.2,15.5,16.5,-4.8999999999999915,4.599999999999994,0.09999999999999998,0.010500000000000065,-4.800000000000004,-3.1999999999999993,-1.0,234.7,226.6
0022200436,2022-12-16,2022-23,DAL,POR,130,110,240,20,1,0.556,0.438,0.419,0.351,40,42,25,21,12,12,115.4,118.7,116.3,116.0,0.5,0.6,0.4697,0.49870000000000003,39.0,44.9,23.2,25.5,12.1,13.7,-3.299999999999997,-0.29999999999999716,-0.09999999999999998,-0.029000000000000026,-5.899999999999999,-2.3000000000000007,-1.5999999999999996,234.10000000000002,232.3
0022200433,2022-12-16,2022-23,TOR,BKN,116,119,235,-3,0,0.488,0.605,0.375,0.346,32,37,17,22,8,14,110.6,114.6,111.3,110.7,0.4,0.8,0.4572,0.5135,40.9,41.6,22.9,24.7,11.5,14.2,-4.0,-0.5999999999999943,-0.4,-0.05629999999999996,-0.7000000000000028,-1.8000000000000007,-2.6999999999999993,225.2,222.0
0022200428,2022-12-16,2022-23,CHA,ATL,106,125,231,-19,0,0.398,0.547,0.349,0.517,43,41,26,25,12,12,111.7,111.0,120.4,116.6,0.3,0.3,0.4502,0.4636,45.6,43.0,22.9,23.8,12.3,14.1,0.7000000000000028,-3.8000000000000114,0.0,-0.013400000000000023,2.6000000000000014,-0.9000000000000021,-1.799999999999999,222.7,237.0
0022200431,2022-12-16,2022-23,CLE,IND,118,112,230,6,1,0.5,0.525,0.452,0.306,34,33,23,34,8,10,102.8,113.7,97.9,118.5,0.6,0.4,0.46840000000000004,0.45630000000000004,41.5,40.2,21.9,25.1,12.8,14.8,-10.900000000000006,20.599999999999994,0.19999999999999996,0.0121,1.2999999999999972,-3.200000000000003,-2.0,216.5,216.4
0022200435,2022-12-16,2022-23,OKC,MIN,110,112,222,-2,0,0.466,0.494,0.297,0.48,45,43,29,23,22,16,113.0,114.3,115.9,120.4,0.4,0.3,0.45100000000000007,0.48199999999999993,45.5,39.7,22.4,23.4,15.0,16.1,-1.2999999999999972,4.5,0.10000000000000003,-0.03099999999999986,5.799999999999997,-1.0,-1.1000000000000014,227.3,236.3
0022200429,2022-12-16,2022-23,DET,SAC,113,122,235,-9,0,0.459,0.524,0.345,0.387,46,33,22,30,16,13,112.4,113.6,116.9,113.4,0.3,0.5,0.46299999999999997,0.47220000000000006,42.7,44.9,23.8,25.1,14.4,15.1,-1.1999999999999886,-3.5,-0.2,-0.009200000000000097,-2.1999999999999957,-1.3000000000000007,-0.6999999999999993,226.0,230.3
0022200437,2022-12-16,2022-23,LAL,DEN,126,108,234,18,1,0.527,0.481,0.364,0.333,45,39,29,25,14,19,122.8,120.1,122.5,115.5,0.5,0.7,0.4962,0.5330999999999999,45.6,42.1,25.7,29.1,12.9,14.1,2.700000000000003,-7.0,-0.19999999999999996,-0.03689999999999993,3.5,-3.400000000000002,-1.1999999999999993,242.89999999999998,238.0
0022200440,2022-12-17,2022-23,CLE,DAL,100,99,199,1,1,0.426,0.409,0.194,0.306,51,45,23,19,10,11,104.4,116.9,99.7,114.9,0.6,0.6,0.4755,0.47400000000000003,40.8,39.8,22.8,23.4,12.2,12.0,-12.5,15.200000000000003,0.0,0.0014999999999999458,1.0,-0.5999999999999979,0.1999999999999993,221.3,214.60000000000002
0022200439,2022-12-17,2022-23,SAS,MIA,101,111,212,-10,0,0.429,0.512,0.37,0.367,38,40,29,25,17,12,110.4,107.0,120.5,108.8,0.3,0.6,0.4668000000000001,0.45569999999999994,43.7,41.5,25.4,23.5,14.2,13.3,3.4000000000000057,-11.700000000000003,-0.3,0.011100000000000165,2.200000000000003,1.8999999999999986,0.8999999999999986,217.4,229.3
0022200443,2022-12-17,2022-23,OKC,MEM,115,109,224,6,1,0.413,0.378,0.422,0.267,53,53,29,15,9,9,111.7,120.7,115.2,106.6,0.3,0.9,0.4513000000000001,0.49380000000000007,45.0,50.2,22.9,27.6,15.9,14.1,-9.0,-8.600000000000009,-0.6000000000000001,-0.04249999999999998,-5.200000000000003,-4.700000000000003,1.8000000000000007,232.4,221.8
0022200441,2022-12-17,2022-23,HOU,POR,95,107,202,-12,0,0.4,0.471,0.103,0.361,51,36,19,20,15,12,111.1,116.5,113.6,116.1,0.5,0.5,0.45599999999999996,0.4931,47.5,44.3,20.7,25.2,16.7,13.7,-5.400000000000006,2.5,0.0,-0.03710000000000002,3.200000000000003,-4.5,3.0,227.6,229.7
0022200444,2022-12-17,2022-23,PHX,NOP,118,114,232,4,1,0.47,0.584,0.366,0.467,35,36,23,27,8,16,116.6,117.0,116.5,113.8,0.4,0.7,0.4697,0.4766,43.9,46.0,27.6,25.7,13.4,15.1,-0.4000000000000057,-2.700000000000003,-0.29999999999999993,-0.006900000000000017,-2.1000000000000014,1.9000000000000021,-1.6999999999999993,233.6,230.3
0022200442,2022-12-17,2022-23,MIL,UTA,123,97,220,26,1,0.533,0.453,0.474,0.34,54,29,30,24,14,14,112.9,118.9,111.7,115.9,0.7,0.5,0.46440000000000003,0.49099999999999994,47.3,44.7,25.8,24.6,13.2,15.7,-6.0,4.200000000000003,0.19999999999999996,-0.0265999999999999,2.5999999999999943,1.1999999999999993,-2.5,231.8,227.60000000000002
0022200438,2022-12-17,2022-23,LAC,WAS,102,93,195,9,1,0.43,0.429,0.414,0.36,49,42,19,20,14,14,108.7,116.2,110.7,122.0,0.5,0.1,0.42469999999999997,0.49160000000000004,47.2,40.8,21.9,25.2,13.2,12.7,-7.5,11.299999999999997,0.4,-0.06690000000000007,6.400000000000006,-3.3000000000000007,0.5,224.9,232.7
0022200445,2022-12-18,2022-23,BOS,ORL,92,95,187,-3,0,0.348,0.384,0.255,0.414,54,46,22,20,16,13,116.5,110.8,111.7,112.3,0.6,0.5,0.47409999999999997,0.47639999999999993,44.2,42.6,26.0,22.3,14.1,15.3,5.700000000000003,0.5999999999999943,0.09999999999999998,-0.0022999999999999687,1.6000000000000014,3.6999999999999993,-1.200000000000001,227.3,224.0
0022200446,2022-12-18,2022-23,IND,NYK,106,109,215,-3,0,0.433,0.47,0.342,0.308,44,49,20,13,14,16,113.3,114.6,118.8,104.9,0.3,0.7,0.4678000000000001,0.4584,38.6,50.3,25.6,22.8,14.9,13.2,-1.2999999999999972,-13.899999999999991,-0.39999999999999997,0.00940000000000013,-11.699999999999996,2.8000000000000007,1.700000000000001,227.89999999999998,223.7
0022200449,2022-12-18,2022-23,MIN,CHI,150,126,276,24,1,0.655,0.523,0.535,0.421,39,30,38,31,12,11,114.7,115.0,120.4,118.2,0.4,0.3,0.48869999999999997,0.49329999999999996,39.5,42.3,23.3,25.3,16.1,13.8,-0.29999999999999716,-2.200000000000003,0.10000000000000003,-0.004599999999999993,-2.799999999999997,-2.0,2.3000000000000007,229.7,238.60000000000002
0022200451,2022-12-18,2022-23,LAL,WAS,119,117,236,2,1,0.5,0.463,0.407,0.256,43,48,29,24,9,10,121.1,113.4,119.5,119.2,0.5,0.1,0.49090000000000006,0.4808,46.2,42.1,26.1,24.9,12.6,13.7,7.699999999999989,-0.29999999999999716,0.4,0.010100000000000053,4.100000000000001,1.2000000000000028,-1.0999999999999996,234.5,238.7
0022200447,2022-12-18,2022-23,DET,BKN,121,124,245,-3,0,0.477,0.55,0.267,0.517,41,35,20,26,8,13,113.5,114.8,118.3,109.5,0.3,0.9,0.4665,0.5206,42.4,41.5,23.9,24.2,14.2,13.8,-1.2999999999999972,-8.799999999999997,-0.6000000000000001,-0.054099999999999926,0.8999999999999986,-0.3000000000000007,0.3999999999999986,228.3,227.8
0022200450,2022-12-18,2022-23,DEN,CHA,119,115,234,4,1,0.457,0.427,0.333,0.316,55,48,33,26,14,11,117.8,111.6,115.5,122.8,0.6,0.2,0.5335,0.4422,40.5,45.5,28.5,23.0,14.3,12.0,6.200000000000003,7.299999999999997,0.39999999999999997,0.09129999999999999,-5.0,5.5,2.3000000000000007,229.39999999999998,238.3
0022200448,2022-12-18,2022-23,TOR,GSW,110,126,236,-16,0,0.421,0.531,0.394,0.462,43,41,21,31,12,17,111.7,117.5,113.2,115.6,0.3,0.4,0.4628,0.4718,39.3,45.5,22.6,29.0,11.0,16.3,-5.799999999999997,2.3999999999999915,-0.10000000000000003,-0.009000000000000008,-6.200000000000003,-6.399999999999999,-5.300000000000001,229.2,228.8
0022200458,2022-12-19,2022-23,OKC,POR,123,121,244,2,1,0.455,0.5,0.355,0.432,39,45,20,26,10,16,112.7,117.5,114.3,114.5,0.4,0.6,0.4534000000000001,0.49589999999999995,46.2,43.7,23.9,24.5,15.3,13.6,-4.799999999999997,0.20000000000000284,-0.19999999999999996,-0.04249999999999987,2.5,-0.6000000000000014,1.700000000000001,230.2,228.8
0022200452,2022-12-19,2022-23,CLE,UTA,122,99,221,23,1,0.614,0.387,0.577,0.294,45,35,24,19,21,14,105.6,117.4,99.6,116.9,0.7,0.5,0.48030000000000006,0.4857,41.2,43.6,23.0,25.0,12.3,15.9,-11.800000000000011,17.30000000000001,0.19999999999999996,-0.00539999999999996,-2.3999999999999986,-2.0,-3.5999999999999996,223.0,216.5
0022200453,2022-12-19,2022-23,PHI,TOR,104,101,205,3,1,0.4,0.42,0.357,0.275,41,50,22,24,16,15,116.6,112.7,110.9,117.0,0.7,0.2,0.49399999999999994,0.4609000000000001,41.2,39.1,26.3,22.4,15.1,11.2,3.8999999999999915,6.099999999999994,0.49999999999999994,0.03309999999999985,2.1000000000000014,3.900000000000002,3.9000000000000004,229.3,227.9
0022200454,2022-12-19,2022-23,ATL,ORL,126,125,251,1,1,0.511,0.474,0.375,0.353,41,45,29,29,10,8,113.7,110.1,116.6,110.6,0.4,0.6,0.4784999999999999,0.4673,42.9,43.7,23.9,22.5,14.4,14.8,3.6000000000000085,-6.0,-0.19999999999999996,0.011199999999999932,-0.8000000000000043,1.3999999999999986,-0.40000000000000036,223.8,227.2
0022200457,2022-12-19,2022-23,NOP,MIL,119,128,247,-9,0,0.424,0.556,0.4,0.325,44,44,30,26,15,17,117.3,112.8,112.4,109.9,0.7,0.7,0.4919999999999999,0.4619000000000001,45.5,48.7,25.8,26.0,15.4,13.3,4.5,-2.5,0.0,0.030099999999999794,-3.200000000000003,-0.1999999999999993,2.0999999999999996,230.1,222.3
0022200455,2022-12-19,2022-23,HOU,SAS,105,124,229,-19,0,0.426,0.554,0.208,0.5,41,46,23,30,11,19,108.8,109.5,113.8,118.7,0.4,0.3,0.44370000000000004,0.46150000000000013,47.3,43.8,20.1,25.2,15.8,14.1,-0.7000000000000028,4.900000000000006,0.10000000000000003,-0.017800000000000094,3.5,-5.099999999999998,1.700000000000001,218.3,232.5
0022200460,2022-12-19,2022-23,SAC,CHA,119,125,244,-6,0,0.474,0.516,0.364,0.323,42,56,23,26,8,14,115.4,112.1,112.5,123.9,0.6,0.1,0.48319999999999996,0.44000000000000006,43.7,44.8,26.1,23.2,14.6,11.4,3.3000000000000114,11.400000000000006,0.5,0.043199999999999905,-1.0999999999999943,2.900000000000002,3.1999999999999993,227.5,236.4
0022200456,2022-12-19,2022-23,MIN,DAL,116,106,222,10,1,0.472,0.408,0.387,0.422,44,42,19,23,10,15,118.3,115.2,119.3,113.6,0.5,0.5,0.5099,0.4687,40.3,40.4,24.9,23.2,15.9,11.8,3.0999999999999943,-5.700000000000003,0.0,0.041200000000000014,-0.10000000000000142,1.6999999999999993,4.1,233.5,232.89999999999998
0022200459,2022-12-19,2022-23,PHX,LAL,130,104,234,26,1,0.495,0.448,0.513,0.429,51,38,21,13,8,14,116.2,121.5,116.2,119.6,0.4,0.6,0.46349999999999997,0.4979,42.9,44.8,27.3,26.7,12.5,12.1,-5.299999999999997,3.3999999999999915,-0.19999999999999996,-0.03440000000000004,-1.8999999999999986,0.6000000000000014,0.40000000000000036,237.7,235.8
0022200465,2022-12-20,2022-23,DEN,MEM,105,91,196,14,1,0.449,0.444,0.37,0.192,48,42,28,25,17,16,118.3,118.4,116.6,107.0,0.6,0.8,0.5297999999999999,0.4800000000000001,42.3,50.9,29.1,26.5,15.1,13.6,-0.10000000000000853,-9.599999999999994,-0.20000000000000007,0.049799999999999844,-8.600000000000001,2.6000000000000014,1.5,236.7,223.6
0022200461,2022-12-20,2022-23,DET,UTA,111,126,237,-15,0,0.506,0.505,0.36,0.435,43,43,22,27,14,12,116.2,116.6,120.5,117.7,0.3,0.5,0.4686,0.47620000000000007,42.9,42.6,24.5,23.9,13.7,15.9,-0.3999999999999915,-2.799999999999997,-0.2,-0.007600000000000051,0.29999999999999716,0.6000000000000014,-2.200000000000001,232.8,238.2
0022200464,2022-12-20,2022-23,PHX,WAS,110,113,223,-3,0,0.461,0.475,0.406,0.407,44,41,26,22,14,9,116.0,110.9,115.3,118.4,0.4,0.0,0.4603,0.47000000000000003,43.4,43.5,27.2,24.2,12.0,14.0,5.099999999999994,3.1000000000000085,0.4,-0.009700000000000042,-0.10000000000000142,3.0,-2.0,226.9,233.7
0022200462,2022-12-20,2022-23,MIA,CHI,103,113,216,-10,0,0.469,0.548,0.341,0.419,35,39,26,24,13,16,107.5,115.7,109.1,120.9,0.6,0.3,0.45809999999999995,0.502,40.9,40.6,23.2,25.9,13.3,13.4,-8.200000000000003,11.800000000000011,0.3,-0.04390000000000005,0.29999999999999716,-2.6999999999999993,-0.09999999999999964,223.2,230.0
0022200463,2022-12-20,2022-23,NYK,GSW,132,94,226,38,1,0.517,0.473,0.425,0.343,47,29,27,23,11,19,113.2,116.4,102.8,115.2,0.8,0.4,0.4547999999999999,0.4673999999999999,51.0,44.9,21.1,28.5,14.0,16.4,-3.200000000000003,12.400000000000006,0.4,-0.0126,6.100000000000001,-7.399999999999999,-2.3999999999999986,229.60000000000002,218.0
0022200468,2022-12-21,2022-23,ATL,CHI,108,110,218,-2,0,0.429,0.5,0.378,0.292,47,47,22,20,15,11,116.2,115.6,118.7,120.5,0.5,0.3,0.4796,0.5105999999999999,42.8,39.5,24.2,26.2,13.5,14.3,0.6000000000000085,1.7999999999999972,0.2,-0.030999999999999917,3.299999999999997,-2.0,-0.8000000000000007,231.8,239.2
0022200474,2022-12-21,2022-23,OKC,POR,101,98,199,3,1,0.468,0.494,0.333,0.389,37,36,19,29,18,18,114.9,118.4,115.9,115.0,0.5,0.6,0.4619000000000001,0.4992,45.4,43.9,24.3,24.7,14.4,14.1,-3.5,-0.9000000000000057,-0.09999999999999998,-0.03729999999999989,1.5,-0.3999999999999986,0.3000000000000007,233.3,230.9
0022200466,2022-12-21,2022-23,CLE,MIL,114,106,220,8,1,0.482,0.47,0.313,0.433,37,46,22,20,10,19,106.5,114.7,101.0,111.5,0.7,0.7,0.4809,0.4742,41.7,47.9,22.6,26.3,12.6,14.5,-8.200000000000003,10.5,0.0,0.006699999999999984,-6.199999999999996,-3.6999999999999993,-1.9000000000000004,221.2,212.5
0022200473,2022-12-21,2022-23,MIN,DAL,99,104,203,-5,0,0.494,0.453,0.267,0.333,39,39,23,17,13,13,117.2,113.3,115.7,112.1,0.6,0.5,0.5071,0.45600000000000007,40.2,41.6,24.8,23.0,15.1,12.0,3.9000000000000057,-3.6000000000000085,0.09999999999999998,0.05109999999999992,-1.3999999999999986,1.8000000000000007,3.0999999999999996,230.5,227.8
0022200470,2022-12-21,2022-23,BKN,GSW,143,113,256,30,1,0.643,0.494,0.636,0.364,32,36,42,32,14,21,116.1,114.5,111.9,116.8,0.9,0.4,0.5230000000000001,0.46699999999999997,41.2,42.8,24.1,28.1,14.4,16.5,1.5999999999999943,4.8999999999999915,0.5,0.05600000000000016,-1.5999999999999943,-4.0,-2.0999999999999996,230.6,228.7
0022200476,2022-12-21,2022-23,LAC,CHA,126,105,231,21,1,0.506,0.402,0.469,0.29,48,40,29,25,27,14,107.1,114.1,108.8,121.8,0.5,0.2,0.42160000000000003,0.4428000000000001,47.3,46.7,21.2,23.0,13.3,10.8,-7.0,13.0,0.3,-0.021200000000000052,0.5999999999999943,-1.8000000000000007,2.5,221.2,230.6
0022200472,2022-12-21,2022-23,HOU,ORL,110,116,226,-6,0,0.466,0.451,0.395,0.297,49,45,22,19,16,11,108.0,111.8,113.3,110.7,0.4,0.6,0.4404,0.46530000000000005,47.7,44.9,19.9,22.8,15.2,13.8,-3.799999999999997,-2.5999999999999943,-0.19999999999999996,-0.024900000000000033,2.8000000000000043,-2.900000000000002,1.3999999999999986,219.8,224.0
