game_id,game_date,season,home_team,away_team,home_pts,away_pts,home_won,home_pts_l5,home_margin_l5,away_pts_l5,away_margin_l5,home_strength,away_strength,strength_diff,temp_f,wind_mph
401643700,2024-08-31,2024,GASO,BOIS,45,56,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,66.9,8.1
401628321,2024-08-31,2024,AUB,AAMU,73,3,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,62.3,8.1
401645320,2024-08-31,2024,ECU,NORF,42,3,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,70.8,9.3
401636363,2024-08-31,2024,USF,BCU,48,3,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,73.6,10.4
401643704,2024-08-31,2024,ORST,IDST,38,15,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,76.2,7.9
401634304,2024-08-31,2024,SYR,OHIO,38,22,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,73.4,6.7
401628324,2024-08-31,2024,UK,USM,31,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,67.6,2.5
401636613,2024-08-31,2024,TTU,ACU,52,51,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,88.1,6.6
401632064,2024-08-31,2024,ARST,CARK,34,31,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,73.0,11.3
401645321,2024-08-31,2024,MEM,UNA,40,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,75.4,12.9
401628459,2024-08-31,2024,HAW,UCLA,13,16,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,67.4,11.7
401641039,2024-08-31,2024,RICE,SHSU,14,34,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,79.8,7.9
401641023,2024-08-31,2024,MTSU,TNTC,32,25,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,69.1,10.4
401636611,2024-08-31,2024,HOU,UNLV,7,27,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,75.8,7.7
401636610,2024-08-31,2024,BAY,TAR,45,3,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,83.1,11.6
401643701,2024-08-31,2024,TROY,NEV,26,28,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,69.4,9.6
401636608,2024-09-01,2024,ARIZ,UNM,61,39,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,45.8,14.8
401643703,2024-09-01,2024,USU,RMU,36,14,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,55.9,8.9
401634240,2024-09-01,2024,BYU,SIU,41,13,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,61.4,4.9
401636380,2024-09-01,2024,UL,GRAM,40,10,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,42.2,9.6
401634303,2024-09-01,2024,SMU,HCU,59,7,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,57.5,3.4
401641007,2024-09-01,2024,LT,NICH,25,17,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,50.2,15.4
401634302,2024-09-01,2024,GT,GAST,35,12,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,47.6,1.2
401628460,2024-09-01,2024,WASH,WEB,35,3,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,56.3,11.0
401643774,2024-09-01,2024,CLT,JMU,7,30,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,48.3,6.8
401641032,2024-09-01,2024,NMSU,SEMO,23,16,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,58.3,16.1
401636609,2024-09-01,2024,ASU,WYO,48,7,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,65.8,1.3
401643776,2024-09-01,2024,TXST,LAM,34,27,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,59.8,1.7
401628334,2024-09-01,2024,LSU,USC,20,27,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,61.2,17.8
401643702,2024-09-01,2024,SDSU,ETAM,45,14,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,60.3,11.2
401634306,2024-09-02,2024,FSU,BC,13,28,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,75.1,10.6
401634765,2024-09-06,2024,SMU,BYU,15,18,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,52.2,4.0
401628463,2024-09-06,2024,IU,WIU,77,3,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,65.0,7.0
401628462,2024-09-07,2024,ILL,KU,23,17,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,64.1,11.8
401636616,2024-09-07,2024,TULN,KSU,27,34,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,61.2,7.0
401628336,2024-09-07,2024,OKST,ARK,39,31,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,68.7,10.3
401628345,2024-09-07,2024,OU,HOU,16,12,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,47.3,5.4
401628346,2024-09-07,2024,NCSU,TENN,10,51,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,75.7,2.8
401635536,2024-09-07,2024,MIA,FAMU,56,9,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,64.7,9.3
401628342,2024-09-07,2024,MISS,MTSU,52,3,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,74.5,0.1
401628344,2024-09-07,2024,MIZ,BUFF,38,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,83.1,11.9
401628470,2024-09-07,2024,PSU,BGSU,34,27,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,61.8,6.3
401628339,2024-09-07,2024,UGA,TNTC,48,3,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,57.2,5.4
401628977,2024-09-07,2024,ND,NIU,14,16,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,61.4,10.1
401628335,2024-09-07,2024,ALA,USF,42,16,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,62.0,0.5
401628468,2024-09-07,2024,OSU,WMU,56,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,61.2,4.9
401636618,2024-09-07,2024,UTAH,BAY,23,12,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,41.1,5.8
401628341,2024-09-07,2024,LSU,NICH,44,21,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,65.0,8.0
401628348,2024-09-07,2024,TA&M,MCN,52,10,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,54.3,9.8
401632071,2024-09-07,2024,UNLV,UTU,72,14,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,64.2,10.6
401644732,2024-09-07,2024,KENT,SFPA,17,23,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,79.1,9.7
401634181,2024-09-07,2024,BALL,MOST,42,34,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,73.3,10.3
401645323,2024-09-07,2024,FAU,ARMY,7,24,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,39.4,6.5
401628464,2024-09-07,2024,IOWA,ISU,19,20,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,45.4,6.3
401636999,2024-09-07,2024,CONN,MRMK,63,17,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,54.7,8.8
401643784,2024-09-07,2024,MEM,TROY,38,17,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,48.5,13.4
401628471,2024-09-07,2024,RUTG,AKR,49,17,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,60.1,11.5
401628466,2024-09-07,2024,MINN,URI,48,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,66.7,9.1
401635533,2024-09-07,2024,NU,DUKE,20,26,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,50.1,7.5
401635534,2024-09-07,2024,SYR,GT,31,28,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,73.5,7.3
401635538,2024-09-07,2024,CIN,PITT,27,28,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,56.2,6.5
401628340,2024-09-07,2024,UK,SC,6,31,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,56.1,12.5
401628337,2024-09-07,2024,AUB,CAL,14,21,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,80.9,2.3
401635535,2024-09-07,2024,LOU,JVST,49,14,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,54.3,13.7
401628347,2024-09-07,2024,MICH,TEX,12,31,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,66.6,7.8
401643778,2024-09-07,2024,ODU,ECU,14,20,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,64.5,3.3
401643780,2024-09-07,2024,ULM,UAB,32,6,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,62.8,12.5
401643781,2024-09-07,2024,OHIO,USA,27,20,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,56.6,1.3
401643777,2024-09-07,2024,JMU,GWEB,13,6,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,39.8,2.6
401640979,2024-09-07,2024,FIU,CMU,52,16,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,49.4,8.0
401628593,2024-09-07,2024,WVU,ALB,49,14,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,58.8,13.2
401635540,2024-09-07,2024,VT,MRSH,31,14,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,66.1,8.0
401635531,2024-09-07,2024,BC,DUQ,56,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,62.4,6.1
401645324,2024-09-07,2024,NAVY,TEM,38,11,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,45.1,9.5
401643710,2024-09-07,2024,WYO,IDHO,13,17,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,52.6,6.1
401635537,2024-09-07,2024,UNC,CLT,38,20,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,64.4,20.9
401628338,2024-09-07,2024,FLA,SAM,45,7,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,74.1,5.0
401629040,2024-09-07,2024,TOL,MASS,38,23,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,61.1,8.9
401628474,2024-09-07,2024,WIS,SDAK,27,13,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,57.1,14.3
401628603,2024-09-07,2024,CCU,W&M,40,21,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,52.6,7.9
401643705,2024-09-07,2024,AFA,SJSU,7,17,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,38.4,11.3
401643783,2024-09-07,2024,TXST,UTSA,49,10,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,58.9,6.5
401628473,2024-09-07,2024,WASH,EMU,30,9,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,55.1,0.9
401635539,2024-09-07,2024,STAN,CP,41,7,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,48.3,11.3
401635639,2024-09-07,2024,WAKE,UVA,30,31,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,54.1,6.6
401641016,2024-09-07,2024,KENN,UL,10,34,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,79.6,5.6
401643706,2024-09-07,2024,CSU,UNCO,38,17,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,57.4,4.8
401632459,2024-09-07,2024,GAST,UTC,24,21,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,81.0,0.6
401643779,2024-09-07,2024,ARST,TLSA,28,24,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,81.1,10.1
401643782,2024-09-07,2024,USM,SELA,35,10,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,50.4,9.4
401643708,2024-09-07,2024,NEV,GASO,17,20,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,49.3,6.8
401645326,2024-09-07,2024,RICE,TXSO,69,7,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,54.0,5.5
401636617,2024-09-07,2024,UCF,SHSU,45,14,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,72.9,12.8
401628349,2024-09-07,2024,VAN,ALCN,55,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,52.6,11.8
401628467,2024-09-07,2024,NEB,COLO,28,10,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,63.0,7.5
401645325,2024-09-07,2024,UNT,SFA,35,20,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,59.5,6.8
401632068,2024-09-07,2024,WKU,EKU,31,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,72.0,8.4
401628465,2024-09-07,2024,MD,MSU,24,27,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,55.1,7.8
401628469,2024-09-08,2024,ORE,BOIS,37,34,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,67.1,10.1
401632072,2024-09-08,2024,UTEP,SUU,24,27,0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,56.8,10.1
401635532,2024-09-08,2024,CLEM,APP,66,20,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,84.7,4.3
401636614,2024-09-08,2024,ARIZ,NAU,22,10,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,61.5,10.4
401628472,2024-09-08,2024,USC,USU,48,0,1,28.0,0.0,28.0,0.0,0.0,0.0,0.0,60.9,12.7
